sku_id,customer_rate,timestamp,seller_id
SKU_APP_OVERALLS_074,3.7,02-03-2026,S002
SKU_APP_PONCHO_075,3.2,29-01-2026,S002
SKU_APP_WAISTCOAT_076,2.7,26-01-2026,S002
SKU_APP_SHRUG_077,4.7,15-04-2026,S002
SKU_APP_THERMAL_078,4.1,28-04-2026,S002
SKU_APP_ROMPER_079,3,28-02-2026,S002
SKU_APP_OVERCOAT_080,3,14-02-2026,S002
SKU_APP_VEST_081,3.7,09-02-2026,S002
SKU_APP_CAMISOLE_082,5,16-04-2026,S002
SKU_APP_CAPRI_083,3.8,12-04-2026,S002
SKU_APP_ANARKALI_084,2.8,22-04-2026,S002
SKU_APP_PETTICOAT_085,3.8,30-01-2026,S002
SKU_APP_DHOTI_086,3.8,29-01-2026,S002
SKU_APP_LUNGI_087,1.8,04-01-2026,S002
SKU_APP_PARKA_088,4,26-03-2026,S002
SKU_APP_TUXEDO_089,3.8,25-01-2026,S002
SKU_APP_JUMPSUIT_090,4.6,21-02-2026,S002
SKU_APP_PULLOVER_091,5,12-02-2026,S002
SKU_APP_BURKHA_092,4.9,05-02-2026,S002
SKU_APP_RAINCOAT_093,3.8,21-04-2026,S002
SKU_APP_BODYSUIT_094,3.1,09-01-2026,S002
SKU_APP_NIGHTSUIT_095,5,09-04-2026,S002
SKU_APP_BATHROBE_096,4,05-02-2026,S002
SKU_APP_HENLEY_097,4,14-02-2026,S002
SKU_APP_KAFTAN_098,4,24-03-2026,S002
SKU_APP_GOWN_099,4.2,07-03-2026,S002
SKU_APP_WORKPANT_100,3.9,21-02-2026,S002
SKU_APP_TSHIRT_101,3.5,28-03-2026,S002
SKU_APP_TSHIRT_102,3.6,18-04-2026,S002
SKU_APP_TSHIRT_103,4,10-03-2026,S002
SKU_APP_TSHIRT_104,3.6,12-02-2026,S002
SKU_APP_TSHIRT_105,3.4,04-01-2026,S002
SKU_APP_SHIRT_106,4.1,15-01-2026,S002
SKU_APP_SHIRT_107,3.8,23-04-2026,S002
SKU_APP_SHIRT_108,5,03-02-2026,S002
SKU_APP_SHIRT_109,1.9,23-01-2026,S002
SKU_APP_SHIRT_110,4.9,16-03-2026,S002
SKU_APP_JEANS_201,5,03-02-2026,S002
SKU_APP_JEANS_202,2.3,05-01-2026,S002
SKU_APP_JEANS_203,3.7,14-01-2026,S002
SKU_APP_JEANS_204,3.7,18-03-2026,S002
SKU_APP_JEANS_205,2.9,25-02-2026,S002
SKU_APP_DRESS_206,3.4,14-02-2026,S002
SKU_APP_DRESS_207,3.1,04-04-2026,S002
SKU_APP_DRESS_208,5,11-04-2026,S002
SKU_APP_DRESS_209,4.7,10-02-2026,S002
SKU_APP_DRESS_210,5,25-02-2026,S002
SKU_APP_KURTA_301,4.6,19-03-2026,S002
SKU_APP_KURTA_302,3.1,07-03-2026,S002
SKU_APP_KURTA_303,3.6,15-01-2026,S002
SKU_APP_KURTA_304,4.4,19-02-2026,S002
SKU_APP_KURTA_305,3,26-04-2026,S002
SKU_APP_DRESS_306,4.6,15-03-2026,S002
SKU_APP_DRESS_307,3.8,25-01-2026,S002
SKU_APP_DRESS_308,3.7,02-02-2026,S002
SKU_APP_DRESS_309,4.6,06-01-2026,S002
SKU_APP_DRESS_310,4.4,01-04-2026,S002
SKU_APP_HOODIE_311,3.7,25-02-2026,S002
SKU_APP_HOODIE_312,4.9,01-01-2026,S002
SKU_APP_HOODIE_313,3.1,08-03-2026,S002
SKU_APP_HOODIE_314,4.5,29-04-2026,S002
SKU_APP_HOODIE_315,4.5,14-04-2026,S002
SKU_APP_JACKET_316,3.8,10-03-2026,S002
SKU_APP_JACKET_317,4.3,29-03-2026,S002
SKU_APP_JACKET_318,3,03-04-2026,S002
SKU_APP_JACKET_319,4.7,05-04-2026,S002
SKU_APP_JACKET_320,3.9,05-04-2026,S002
SKU_APP_LEGG_321,3.6,27-03-2026,S002
SKU_APP_SAREE_322,4.8,26-01-2026,S002
SKU_APP_SHORTS_323,3.4,16-02-2026,S002
SKU_APP_POLO_324,2.9,25-02-2026,S002
SKU_APP_TOP_325,2.8,09-01-2026,S002
SKU_ELEC_PHONE_101,4.5,27-03-2026,S002
SKU_ELEC_LAPTOP_102,3,28-04-2026,S002
SKU_ELEC_EARBUDS_103,5,12-02-2026,S002
SKU_ELEC_TV_104,2.3,21-03-2026,S002
SKU_ELEC_SMARTWATCH_105,5,10-02-2026,S002
SKU_ELEC_CAMERA_106,4.2,26-03-2026,S002
SKU_ELEC_SPEAKER_107,3.9,19-04-2026,S002
SKU_ELEC_TABLET_108,3.6,16-01-2026,S002
SKU_ELEC_ROUTER_109,4.3,03-04-2026,S002
SKU_ELEC_POWERBANK_110,4,26-04-2026,S002
SKU_ELEC_KEYBOARD_111,4.9,08-02-2026,S002
SKU_ELEC_MOUSE_112,4.1,06-03-2026,S002
SKU_ELEC_MONITOR_113,4.1,09-02-2026,S002
SKU_ELEC_PRINTER_114,3.7,27-03-2026,S002
SKU_ELEC_HARDDRIVE_115,4,22-02-2026,S002
SKU_ELEC_SSD_116,4.2,11-02-2026,S002
SKU_ELEC_DRONE_117,2.6,21-02-2026,S002
SKU_ELEC_CONSOLE_118,2.9,31-03-2026,S002
SKU_ELEC_VR_119,4.6,07-02-2026,S002
SKU_ELEC_PROJECTOR_120,4.1,12-03-2026,S002
SKU_ELEC_CABLE_121,3.9,17-01-2026,S002
SKU_ELEC_HEADPHONE_122,4,25-01-2026,S002
SKU_ELEC_MIC_123,4.3,23-02-2026,S002
SKU_ELEC_CONTROLLER_124,3.6,27-03-2026,S002
SKU_ELEC_DASHCAM_125,3.4,18-02-2026,S002
SKU_ELEC_TRIPOD_126,4.2,28-03-2026,S002
SKU_ELEC_FLASH_127,3.2,06-04-2026,S002
SKU_ELEC_SMARTBULB_128,4.3,26-04-2026,S002
SKU_ELEC_SMARTPLUG_129,2.6,23-01-2026,S002
SKU_ELEC_AIRPURIFIER_130,4.8,20-03-2026,S002
SKU_ELEC_KINDLE_131,4.4,14-03-2026,S002
SKU_ELEC_DRAWINGTAB_132,4.2,08-02-2026,S002
SKU_ELEC_WEBCAM_133,4.8,21-02-2026,S002
SKU_ELEC_LENS_134,5,12-03-2026,S002
SKU_ELEC_GIMBAL_135,4.8,17-04-2026,S002
SKU_ELEC_SOUNDBAR_136,2.5,01-01-2026,S002
SKU_ELEC_DOORBELL_137,3,08-02-2026,S002
SKU_ELEC_THERMOSTAT_138,3.5,06-02-2026,S002
SKU_ELEC_KETTLE_139,4,27-01-2026,S002
SKU_ELEC_BLENDER_140,4.4,25-02-2026,S002
SKU_ELEC_SMARTLOCK_141,3.4,11-04-2026,S002
SKU_ELEC_ACTIONCAM_142,4.1,16-03-2026,S002
SKU_ELEC_PORTABLESSD_143,3.4,19-03-2026,S002
SKU_ELEC_STREAMSTICK_144,3.5,25-03-2026,S002
SKU_ELEC_SMARTSCALE_145,2.9,11-02-2026,S002
SKU_ELEC_BABYMONITOR_146,3.3,01-03-2026,S002
SKU_ELEC_CLICKER_147,2.9,26-02-2026,S002
SKU_ELEC_DIGITALFRAME_148,3.2,26-02-2026,S002
SKU_ELEC_GAMINGCHAIR_149,4.8,28-03-2026,S002
SKU_ELEC_DESKFAN_150,3.2,28-01-2026,S002
SKU_LAP_601,5,07-03-2026,S002
SKU_LAP_602,4.4,02-03-2026,S002
SKU_LAP_603,4.1,12-04-2026,S002
SKU_LAP_604,3.3,26-04-2026,S002
SKU_LAP_605,4.6,12-04-2026,S002
SKU_LAP_606,3.5,05-04-2026,S002
SKU_LAP_607,4.1,22-01-2026,S002
SKU_LAP_608,5,26-03-2026,S002
SKU_LAP_609,3.9,11-01-2026,S002
SKU_LAP_610,4.9,06-02-2026,S002
SKU_EAR_510,3.4,07-03-2026,S002
SKU_WATCH_511,4,26-03-2026,S002
SKU_WATCH_512,5,23-03-2026,S002
SKU_WATCH_513,3.5,21-03-2026,S002
SKU_WATCH_514,5,12-02-2026,S002
SKU_WATCH_515,4.6,12-01-2026,S002
SKU_TV_516,3.6,15-04-2026,S002
SKU_TV_517,4.5,07-04-2026,S002
SKU_TV_518,4.8,31-01-2026,S002
SKU_TV_519,4.5,28-03-2026,S002
SKU_TV_520,2.7,09-02-2026,S002
SKU_EAR_506,3.4,29-01-2026,S002
SKU_EAR_507,3.8,14-04-2026,S002
SKU_EAR_508,3.9,26-01-2026,S002
SKU_EAR_509,4.5,19-01-2026,S002
SKU_PHONE_501,4.1,04-01-2026,S002
SKU_PHONE_502,2.9,06-01-2026,S002
SKU_PHONE_503,4.3,01-02-2026,S002
SKU_PHONE_504,4.5,02-03-2026,S002
SKU_PHONE_505,4.4,20-03-2026,S002
SKU_TAB_1001,4.9,19-04-2026,S002
SKU_TAB_1002,4.7,09-04-2026,S002
SKU_TAB_1003,4.4,10-01-2026,S002
SKU_TAB_1004,3.9,28-02-2026,S002
SKU_TAB_1005,2.7,23-02-2026,S002
SKU_SPK_1006,4.3,24-04-2026,S002
SKU_SPK_1007,4.2,22-03-2026,S002
SKU_SPK_1008,4.2,15-03-2026,S002
SKU_SPK_1009,3,25-01-2026,S002
SKU_SPK_1010,3.1,02-04-2026,S002
SKU_HEAD_1011,4.8,31-03-2026,S002
SKU_HEAD_1012,4,19-02-2026,S002
SKU_HEAD_1013,4.5,05-03-2026,S002
SKU_HEAD_1014,4,21-02-2026,S002
SKU_HEAD_1015,4,01-02-2026,S002
SKU_CAM_1016,4.8,19-01-2026,S002
SKU_CAM_1017,3.6,25-03-2026,S002
SKU_CAM_1018,4.1,30-03-2026,S002
SKU_CAM_1019,3.6,01-01-2026,S002
SKU_CAM_1020,3.7,25-04-2026,S002
SKU_PB_1021,3.8,07-04-2026,S002
SKU_PB_1022,4.2,21-04-2026,S002
SKU_PB_1023,3.6,09-04-2026,S002
SKU_PB_1024,5,24-04-2026,S002
SKU_PB_1025,3.3,14-01-2026,S002
SKU_USB_1201,3.9,10-04-2026,S002
SKU_USB_1202,3.6,24-02-2026,S002
SKU_HDD_1203,5,29-01-2026,S002
SKU_HDD_1204,4.2,23-01-2026,S002
SKU_SSD_1205,4.8,13-04-2026,S002
SKU_MON_1206,2.8,31-03-2026,S002
SKU_MON_1207,4.2,08-03-2026,S002
SKU_MON_1208,4.7,01-03-2026,S002
SKU_MON_1209,4.1,07-01-2026,S002
SKU_MON_1210,4.9,13-03-2026,S002
SKU_KEY_1211,3.6,01-02-2026,S002
SKU_KEY_1212,5,28-04-2026,S002
SKU_KEY_1213,5,19-04-2026,S002
SKU_KEY_1214,3.7,16-01-2026,S002
SKU_KEY_1215,3.6,28-02-2026,S002
SKU_MOU_1216,5,18-01-2026,S002
SKU_MOU_1217,5,13-04-2026,S002
SKU_PRN_1218,3.6,01-03-2026,S002
SKU_AC_1219,3.7,27-03-2026,S002
SKU_FRG_1220,3.8,09-03-2026,S002
SKU_FRG_1316,2.9,13-03-2026,S002
SKU_FRG_1317,3.3,18-03-2026,S002
SKU_WM_1318,3.2,10-02-2026,S002
SKU_WM_1319,3.4,07-04-2026,S002
SKU_WM_1320,4,25-04-2026,S002
SKU_AC_1311,4.2,26-02-2026,S002
SKU_AC_1312,5,20-03-2026,S002
SKU_AC_1313,3.2,15-04-2026,S002
SKU_AC_1314,4.8,03-04-2026,S002
SKU_AC_1315,3.8,25-04-2026,S003
SKU_PRN_1306,4,06-03-2026,S003
SKU_PRN_1307,4.5,24-02-2026,S003
SKU_PRN_1308,3.1,17-04-2026,S003
SKU_PRN_1309,4.3,27-04-2026,S003
SKU_PRN_1310,4.1,12-03-2026,S003
SKU_MOU_1301,4.4,27-02-2026,S003
SKU_MOU_1302,4.2,25-04-2026,S003
SKU_MOU_1303,5,21-01-2026,S003
SKU_MOU_1304,3.5,06-04-2026,S003
SKU_MOU_1305,3.6,21-04-2026,S003
SKU_JEW_RING_151,3.5,02-03-2026,S003
SKU_JEW_NECKLACE_152,3.6,27-02-2026,S003
SKU_JEW_EARRING_153,3.5,03-02-2026,S003
SKU_JEW_BRACELET_154,5,07-04-2026,S003
SKU_JEW_ANKLET_155,5,01-02-2026,S003
SKU_JEW_WATCH_156,3.5,18-04-2026,S003
SKU_JEW_SUNGLASSES_157,3.3,23-03-2026,S003
SKU_JEW_HANDBAG_158,4.4,05-02-2026,S003
SKU_JEW_BELT_159,3.6,09-04-2026,S003
SKU_JEW_WALLET_160,4.5,10-04-2026,S003
SKU_JEW_HAT_161,4.2,08-03-2026,S003
SKU_JEW_SCARF_162,2.8,04-03-2026,S003
SKU_JEW_BROOCH_163,5,22-03-2026,S003
SKU_JEW_CHAIN_164,5,31-01-2026,S003
SKU_JEW_TOERING_165,3.5,05-02-2026,S003
SKU_JEW_BACKPACK_166,3.7,26-02-2026,S003
SKU_JEW_HAIRPIN_167,4.2,10-01-2026,S003
SKU_JEW_CUFFLINK_168,4.3,02-04-2026,S003
SKU_JEW_KEYCHAIN_169,4.5,06-02-2026,S003
SKU_JEW_DUFFEL_170,5,31-01-2026,S003
SKU_JEW_PENDANT_171,3.9,04-02-2026,S003
SKU_JEW_LOCKET_172,3.4,12-02-2026,S003
SKU_JEW_NOSEPIN_173,2.9,10-02-2026,S003
SKU_JEW_BANGLES_174,3.4,25-04-2026,S003
SKU_JEW_TIARA_175,4,11-03-2026,S003
SKU_JEW_HAIRBAND_176,5,11-01-2026,S003
SKU_JEW_HAIRCLIP_177,3.6,18-01-2026,S003
SKU_JEW_CARDHOLDER_178,4.2,20-01-2026,S003
SKU_JEW_LUGGAGETAG_179,4,30-01-2026,S003
SKU_JEW_TRAVELWALLET_180,5,19-02-2026,S003
SKU_JEW_LAPELPIN_181,5,30-03-2026,S003
SKU_JEW_TIECLIP_182,3.6,20-01-2026,S003
SKU_JEW_ARMLET_183,3.6,01-04-2026,S003
SKU_JEW_WAISTCHAIN_184,4.8,28-01-2026,S003
SKU_JEW_SCRUNCHIE_185,4.5,09-01-2026,S003
SKU_JEW_POTLIBAG_186,5,23-02-2026,S003
SKU_JEW_SUNGLASSCHAIN_187,4.5,22-02-2026,S003
SKU_JEW_JEWELBOX_188,3.7,12-02-2026,S003
SKU_JEW_WATCHSTRAP_189,4.5,11-03-2026,S003
SKU_JEW_BEADBRACELET_190,4.9,01-03-2026,S003
SKU_JEW_GEMRING_191,4.7,23-02-2026,S003
SKU_JEW_JEWELROLL_192,4.4,08-01-2026,S003
SKU_JEW_CHARMKEY_193,4.9,27-01-2026,S003
SKU_JEW_BROOCHSET_194,4.9,17-04-2026,S003
SKU_JEW_WAISTBELT_195,5,23-02-2026,S003
SKU_JEW_SOCKS_196,4.5,19-02-2026,S003
SKU_JEW_GLOVES_197,3.9,26-04-2026,S003
SKU_JEW_UMBRELLA_198,4.1,09-04-2026,S003
SKU_JEW_PHONECHARM_199,5,16-03-2026,S003
SKU_BRACE_201,3.3,31-03-2026,S003
SKU_BRACE_202,4.3,03-01-2026,S003
SKU_BRACE_203,3.7,20-04-2026,S003
SKU_BRACE_204,4,23-04-2026,S003
SKU_BRACE_205,5,08-04-2026,S003
SKU_WATCH_206,4.2,15-03-2026,S003
SKU_WATCH_207,4,18-02-2026,S003
SKU_WATCH_208,2.9,03-03-2026,S003
SKU_WATCH_209,4.6,01-01-2026,S003
SKU_WATCH_210,4.5,15-02-2026,S003
SKU_BAG_211,5,08-02-2026,S003
SKU_BAG_212,3.8,07-04-2026,S003
SKU_BAG_213,4.2,19-02-2026,S003
SKU_BAG_214,4.2,20-04-2026,S003
SKU_BAG_215,5,25-04-2026,S003
SKU_WAL_216,3.9,17-04-2026,S003
SKU_WAL_217,4.2,23-02-2026,S003
SKU_WAL_218,4.5,10-03-2026,S003
SKU_WAL_219,4.1,06-04-2026,S003
SKU_WAL_220,3.6,05-04-2026,S003
SKU_RING_101,4.2,11-03-2026,S003
SKU_RING_102,4.9,13-04-2026,S003
SKU_RING_103,3.2,19-03-2026,S003
SKU_RING_104,4.1,25-04-2026,S003
SKU_RING_105,3.4,29-01-2026,S003
SKU_NECK_106,5,04-03-2026,S003
SKU_NECK_107,2.8,29-01-2026,S003
SKU_NECK_108,3.6,04-02-2026,S003
SKU_NECK_109,4.3,25-02-2026,S003
SKU_NECK_110,5,04-03-2026,S003
SKU_EAR_111,3.9,04-01-2026,S003
SKU_EAR_112,3.6,19-02-2026,S003
SKU_EAR_113,5,13-02-2026,S003
SKU_EAR_114,2.8,27-03-2026,S003
SKU_EAR_115,2.2,28-03-2026,S003
SKU_ANK_301,4.4,13-04-2026,S003
SKU_ANK_302,3.6,21-02-2026,S003
SKU_ANK_303,3.2,03-04-2026,S003
SKU_ANK_304,4.6,22-01-2026,S003
SKU_ANK_305,4.2,18-04-2026,S003
SKU_HAIR_306,3.5,01-03-2026,S003
SKU_HAIR_307,3,28-04-2026,S003
SKU_HAIR_308,4.7,17-01-2026,S003
SKU_HAIR_309,4.5,21-03-2026,S003
SKU_HAIR_310,3.9,10-03-2026,S003
SKU_SUN_311,5,04-01-2026,S003
SKU_SUN_312,3.1,27-04-2026,S003
SKU_SUN_313,2.8,20-02-2026,S003
SKU_SUN_314,3.4,17-03-2026,S003
SKU_SUN_315,4,14-03-2026,S003
SKU_PHA_PARACETAMOL_001,4.2,26-03-2026,S003
SKU_PHA_IBUPROFEN_002,3.8,04-01-2026,S003
SKU_PHA_ANTACID_003,4.3,11-01-2026,S003
SKU_PHA_COUGH_004,3,24-03-2026,S003
SKU_PHA_VITC_005,5,24-02-2026,S003
SKU_PHA_MULTIVIT_006,3.9,18-01-2026,S003
SKU_PHA_BANDAGE_007,4.9,21-04-2026,S003
SKU_PHA_SANITIZER_008,4.3,01-03-2026,S003
SKU_PHA_THERMOMETER_009,4.4,24-01-2026,S003
SKU_PHA_GLUCOSE_010,4.5,07-01-2026,S003
SKU_PHA_B12_011,4.4,03-02-2026,S003
SKU_PHA_DIGENE_012,4.5,18-02-2026,S003
SKU_PHA_VITD_013,5,11-02-2026,S003
SKU_PHA_GASRELIEF_014,4.2,28-01-2026,S003
SKU_PHA_ANTIFUNGAL_015,4.6,28-02-2026,S003
SKU_PHA_ANTIBIOTIC_016,3.9,11-02-2026,S003
SKU_PHA_ALLERGY_017,5,13-02-2026,S003
SKU_PHA_BETADINE_018,3.5,08-04-2026,S003
SKU_PHA_INSULIN_019,5,23-04-2026,S003
SKU_PHA_VITAMINC_020,4,18-02-2026,S003
SKU_PHA_CALCIUM_021,2.9,05-02-2026,S003
SKU_PHA_IRON_022,4.1,07-04-2026,S003
SKU_PHA_ZINC_023,3.5,17-04-2026,S003
SKU_PHA_ORAL_024,4.7,23-02-2026,S003
SKU_PHA_LOZENGE_025,3.5,02-02-2026,S003
SKU_PHA_ELECTROLYTE_026,3.6,17-04-2026,S003
SKU_PHA_INHALER_027,2.5,11-01-2026,S003
SKU_PHA_OINTMENT_028,3.6,02-03-2026,S003
SKU_PHA_GLUCOMETER_029,2.1,03-01-2026,S003
SKU_PHA_BP_030,2.7,06-04-2026,S003
SKU_PHA_PAINSPRAY_031,4.6,11-03-2026,S003
SKU_PHA_COOLGEL_032,4.6,07-01-2026,S003
SKU_PHA_COLDTAB_033,4.3,14-02-2026,S003
SKU_PHA_DIGESTIVE_034,3.2,29-01-2026,S003
SKU_PHA_PROBIOTIC_035,4,25-03-2026,S003
SKU_PHA_CALAMINE_036,4,09-01-2026,S003
SKU_PHA_LIVER_037,3.1,10-04-2026,S003
SKU_PHA_STEAM_038,5,25-03-2026,S003
SKU_PHA_MASK_039,4.7,06-01-2026,S003
SKU_PHA_VAPORUB_040,3.8,07-04-2026,S003
SKU_PHA_PROTEIN_041,4,04-01-2026,S003
SKU_PHA_VITAMINK2_042,4.2,01-02-2026,S003
SKU_PHA_MAGNESIUM_043,2.4,26-01-2026,S003
SKU_PHA_PROTEINBAR_044,3.8,18-04-2026,S003
SKU_PHA_COLLAGEN_045,3.5,03-01-2026,S003
SKU_PHA_BANDAGEKIT_046,3.2,21-03-2026,S003
SKU_PHA_HEATINGPAD_047,3.8,20-01-2026,S003
SKU_PHA_PULSE_048,5,31-01-2026,S003
SKU_PHA_MASSAGER_049,4.5,17-01-2026,S003
SKU_PHA_STRETCH_050,3.5,02-03-2026,S003
SKU_PHA_PARACETAMOL_101,4.5,27-03-2026,S003
SKU_PHA_ASPIRIN_102,5,15-01-2026,S003
SKU_PHA_CETIRIZINE_103,4.7,14-03-2026,S003
SKU_PHA_PANTOP_104,4,28-01-2026,S003
SKU_PHA_METFORMIN_105,3.5,01-03-2026,S003
SKU_PHA_OMEGA_106,4.6,31-03-2026,S003
SKU_PHA_BIOTIN_107,4.3,02-02-2026,S003
SKU_PHA_ASHWAGANDHA_108,4.7,09-04-2026,S003
SKU_PHA_GINSENG_109,4.5,17-02-2026,S003
SKU_PHA_CURCUMIN_110,4.8,22-01-2026,S003
SKU_PHA_WEIGHT_111,3.6,19-03-2026,S003
SKU_PHA_NEBULIZER_112,5,19-03-2026,S003
SKU_PHA_FITNESS_113,4.2,06-04-2026,S003
SKU_PHA_MASSAGER_114,5,02-04-2026,S003
SKU_PHA_HEART_115,3.4,15-01-2026,S003
SKU_PHA_ORAL_REHYD_301,5,10-04-2026,S003
SKU_PHA_PROBIOTIC_302,4.2,15-04-2026,S003
SKU_PHA_ANTACID_303,3.5,21-01-2026,S003
SKU_PHA_COUGHLOZ_304,3.6,09-02-2026,S003
SKU_PHA_INSULIN_305,3.7,14-01-2026,S003
SKU_PHA_BP_MONITOR_306,4.3,16-03-2026,S003
SKU_PHA_GLUCO_307,4.4,04-01-2026,S003
SKU_PHA_PULSE_308,3.5,29-04-2026,S003
SKU_PHA_PROTEIN_309,4,09-02-2026,S003
SKU_PHA_ELECTROLYTE_310,5,15-03-2026,S003
SKU_LIP_301,5,28-03-2026,S003
SKU_LIP_302,4.3,27-04-2026,S003
SKU_LIP_303,4,18-02-2026,S003
SKU_LIP_304,4.1,20-02-2026,S003
SKU_LIP_305,4.5,02-04-2026,S003
SKU_TAB_401,3.2,26-01-2026,S003
SKU_TAB_402,3.8,10-01-2026,S003
SKU_TAB_403,2.7,17-03-2026,S003
SKU_TAB_404,4.3,30-03-2026,S003
SKU_MOU_401,4.5,17-04-2026,S003
SKU_MOU_402,3.6,22-03-2026,S003
SKU_MOU_403,5,01-02-2026,S003
SKU_WATCH_411,3,14-01-2026,S003
SKU_WATCH_412,2.8,31-03-2026,S003
SKU_WATCH_413,4.2,09-04-2026,S003
SKU_WATCH_414,4.8,08-02-2026,S003
SKU_WATCH_415,5,19-04-2026,S003
SKU_BAG_416,3.6,29-03-2026,S003
SKU_BAG_417,4.9,18-03-2026,S003
SKU_BAG_418,4,14-04-2026,S003
SKU_BAG_419,3.9,16-01-2026,S003
SKU_BAG_420,4.7,12-04-2026,S003
SKU_TAB_421,4.5,14-03-2026,S003
SKU_TAB_422,2.7,11-04-2026,S003
SKU_TAB_423,5,06-01-2026,S003
SKU_TAB_424,5,14-02-2026,S003
SKU_TAB_425,3.5,10-03-2026,S003
SKU_MIN_SERUM_501,4.3,24-02-2026,S003
SKU_MIN_SERUM_502,4.4,26-03-2026,S003
SKU_MIN_SERUM_503,4.2,17-02-2026,S003
SKU_MIN_SERUM_504,3.6,09-01-2026,S003
SKU_MIN_MOIST_505,3.5,06-03-2026,S003
SKU_MIN_MOIST_506,4,24-03-2026,S003
SKU_MIN_TONER_507,4.9,13-02-2026,S003
SKU_MIN_FW_508,4.4,02-01-2026,S003
SKU_MIN_SUN_509,3.7,19-04-2026,S003
SKU_CB_701,4.6,23-02-2026,S003
SKU_CB_702,1.7,16-04-2026,S003
SKU_CB_703,4.9,04-03-2026,S003
SKU_HB_704,2.6,14-01-2026,S003
SKU_HB_705,3.7,25-02-2026,S003
SKU_HB_706,3.1,16-02-2026,S003
SKU_AN_707,3,23-03-2026,S003
SKU_AN_708,4.9,25-04-2026,S003
SKU_TF_709,3.6,17-04-2026,S003
SKU_TF_710,4.3,28-02-2026,S003
SKU_CH_711,4,01-04-2026,S003
SKU_DHC_713,4.4,20-01-2026,S003
SKU_OPI_714,4.1,25-02-2026,S003
SKU_NYX_715,3,23-01-2026,S003
SKU_LU_716,4.8,04-04-2026,S003
SKU_VL_717,3.6,08-03-2026,S003
SKU_AS_801,2.8,25-03-2026,S003
SKU_AS_802,3.7,04-02-2026,S003
SKU_VH_803,5,20-03-2026,S003
SKU_VH_804,4.7,14-04-2026,S003
SKU_GD_805,3.7,28-04-2026,S003
SKU_GD_806,3.7,10-03-2026,S003
SKU_AU_807,3.7,10-04-2026,S003
SKU_AU_808,5,03-03-2026,S003
SKU_CO_809,4.3,01-03-2026,S003
SKU_CO_810,4.3,25-02-2026,S003
SKU_BQ_901,4.8,16-04-2026,S003
SKU_BQ_902,4.2,04-04-2026,S003
SKU_WA_903,3.8,17-03-2026,S003
SKU_WA_904,3.8,04-02-2026,S003
SKU_RO_905,3.9,11-02-2026,S003
SKU_RO_906,4,20-04-2026,S003
SKU_NX_907,4.6,01-02-2026,S003
SKU_NX_908,4,17-04-2026,S003
SKU_KS_909,4.6,30-04-2026,S003
SKU_KS_910,3.9,12-01-2026,S003
SKU_AM_901,4.1,05-02-2026,S003
SKU_AM_902,2.4,23-04-2026,S003
SKU_AM_903,4.7,27-02-2026,S003
SKU_BS_904,4.3,01-02-2026,S003
SKU_BS_905,4.8,07-04-2026,S003
SKU_BS_906,1.7,01-03-2026,S003
SKU_MB_907,5,14-03-2026,S003
SKU_MB_908,3.9,20-03-2026,S003
SKU_MB_909,4.9,27-03-2026,S003
SKU_DA_901,3.2,18-02-2026,S003
SKU_DA_902,4.5,13-02-2026,S003
SKU_EN_903,3.2,04-01-2026,S003
SKU_EN_904,3.5,05-03-2026,S003
SKU_SS_905,5,19-04-2026,S003
SKU_SS_906,3.8,11-02-2026,S003
SKU_FU_907,4.2,24-01-2026,S003
SKU_FU_908,4.7,04-03-2026,S003
SKU_LP_901,4.4,28-01-2026,S003
SKU_LP_902,4.1,15-02-2026,S003
SKU_LP_903,4.3,13-04-2026,S003
SKU_LP_904,5,03-02-2026,S003
SKU_LP_905,4,13-02-2026,S003
SKU_FC_906,4.2,05-02-2026,S003
SKU_FC_907,4.8,23-04-2026,S003
SKU_FC_908,4.9,18-03-2026,S003
SKU_FC_909,4.9,31-03-2026,S003
SKU_FC_910,4.5,23-04-2026,S003
SKU_ET_911,3.1,05-02-2026,S003
SKU_ET_912,5,13-03-2026,S003
SKU_ET_913,3.1,02-01-2026,S003
SKU_ET_914,4.2,08-03-2026,S003
SKU_ET_915,3.4,25-01-2026,S003
SKU_ST_916,3.9,11-01-2026,S003
SKU_ST_917,4.3,31-01-2026,S003
SKU_ST_918,4.3,03-04-2026,S003
SKU_ST_919,4.3,22-02-2026,S003
SKU_ST_920,5,04-03-2026,S003
SKU_MIC_1001,4.4,13-03-2026,S003
SKU_LIGHT_1002,3.8,08-04-2026,S003
SKU_STAND_1003,4.8,31-01-2026,S003
SKU_GP_1004,5,30-03-2026,S003
SKU_GP_1005,3,02-03-2026,S003
SKU_INH_1001,4.5,24-03-2026,S003
SKU_INH_1002,4.6,02-04-2026,S003
SKU_INH_1003,3.8,04-03-2026,S003
SKU_INH_1004,5,27-02-2026,S003
SKU_INH_1005,3.9,12-04-2026,S003
SKU_NEB_1006,4.1,03-01-2026,S003
SKU_NEB_1007,3.9,12-01-2026,S003
SKU_NEB_1008,4,07-02-2026,S003
SKU_NEB_1009,3.1,29-01-2026,S003
SKU_NEB_1010,2.8,21-02-2026,S003
SKU_HP_1011,5,30-03-2026,S003
SKU_HP_1012,3.3,01-02-2026,S003
SKU_HP_1013,3.2,09-02-2026,S003
SKU_HP_1014,2.3,26-03-2026,S003
SKU_HP_1015,3.5,16-03-2026,S003
