order_id,skuid,seller_id,created_at,price
O1304,SKU_000059,S003,19-09-2025 00:710,463.29
O1305,SKU_000060,S003,19-09-2025 00:711,368.5
O1306,SKU_000061,S003,19-09-2025 00:712,413.48
O1307,SKU_000062,S003,19-09-2025 00:713,102.59
O1308,SKU_000063,S003,19-09-2025 00:714,115.09
O1309,SKU_000064,S003,19-09-2025 00:715,136.47
O1310,SKU_000065,S003,19-09-2025 00:716,133.23
O1311,SKU_000066,S003,19-09-2025 00:717,143.84
O1312,SKU_000067,S003,19-09-2025 00:718,840.98
O1313,SKU_000068,S003,19-09-2025 00:719,1077.95
O1314,SKU_000069,S003,19-09-2025 00:720,981.53
O1315,SKU_000070,S003,19-09-2025 00:721,982.14
O1316,SKU_000071,S003,19-09-2025 00:722,915.96
O1317,SKU_000072,S003,19-09-2025 00:723,72.57
O1318,SKU_000073,S003,19-09-2025 00:724,55.39
O1319,SKU_000074,S003,19-09-2025 00:725,65.81
O1320,SKU_000075,S004,19-09-2025 00:726,54.51
O1321,SKU_000076,S004,19-09-2025 00:727,64.92
O1322,SKU_000077,S004,19-09-2025 00:728,132.98
O1323,SKU_000078,S004,19-09-2025 00:729,99.45
O1324,SKU_000079,S004,19-09-2025 00:730,109.03
O1325,SKU_000080,S004,19-09-2025 00:731,97.23
O1326,SKU_000081,S004,19-09-2025 00:732,135.42
O1327,SKU_000082,S004,19-09-2025 00:733,563.96
O1328,SKU_000083,S004,19-09-2025 00:734,637.32
O1329,SKU_000084,S004,19-09-2025 00:735,699.82
O1330,SKU_000085,S004,19-09-2025 00:736,564.39
O1331,SKU_000086,S004,19-09-2025 00:737,707.31
O1332,SKU_000087,S004,19-09-2025 00:738,718.2
O1333,SKU_000088,S004,19-09-2025 00:739,644.6
O1334,SKU_000089,S004,19-09-2025 00:740,663.14
O1335,SKU_000090,S004,19-09-2025 00:741,642.8
O1336,SKU_000091,S004,19-09-2025 00:742,866.69
O1337,SKU_000092,S004,19-09-2025 00:743,631.18
O1338,SKU_000093,S004,19-09-2025 00:744,744.16
O1339,SKU_000094,S004,19-09-2025 00:745,715.83
O1340,SKU_000095,S004,19-09-2025 00:746,766.33
O1341,SKU_000096,S004,19-09-2025 00:747,804.82
O1342,SKU_000097,S004,19-09-2025 00:748,2084.42
O1343,SKU_000098,S004,19-09-2025 00:749,1869.65
O1344,SKU_000099,S004,19-09-2025 00:750,2144.93
O1345,SKU_000100,S004,19-09-2025 00:751,1737.42
O1346,SKU_000101,S004,19-09-2025 00:752,1819.8
O1347,SKU_000102,S004,19-09-2025 00:753,1005.48
O1348,SKU_000103,S004,19-09-2025 00:754,1091.54
O1349,SKU_000104,S004,19-09-2025 00:755,1231.83
O1350,SKU_000105,S004,19-09-2025 00:756,992.58
O1351,SKU_000106,S004,19-09-2025 00:757,1053.48
O1352,SKU_000107,S004,19-09-2025 00:758,86792.06
O1353,SKU_000108,S004,19-09-2025 00:759,66625.86
O1354,SKU_000109,S004,19-09-2025 00:760,63662.02
O1355,SKU_000110,S004,19-09-2025 00:761,63322.29
O1356,SKU_000111,S004,19-09-2025 00:762,73636.04
O1357,SKU_000112,S004,19-09-2025 00:763,3380.66
O1358,SKU_000113,S004,19-09-2025 00:764,3397.37
O1359,SKU_000114,S004,19-09-2025 00:765,3034.99
O1360,SKU_000115,S004,19-09-2025 00:766,3397.52
O1361,SKU_000116,S004,19-09-2025 00:767,3031.16
O1362,SKU_000117,S004,19-09-2025 00:768,807.28
O1363,SKU_000118,S004,19-09-2025 00:769,559.72
O1364,SKU_000119,S004,19-09-2025 00:770,603.39
O1365,SKU_000120,S004,19-09-2025 00:771,806.43
O1366,SKU_000121,S004,19-09-2025 00:772,779.37
O1367,SKU_000122,S004,19-09-2025 00:773,925.5
O1368,SKU_000123,S004,19-09-2025 00:774,1221.35
O1369,SKU_000124,S004,19-09-2025 00:775,1222.99
O1370,SKU_000125,S004,19-09-2025 00:776,947.74
O1371,SKU_000126,S004,19-09-2025 00:777,1164
O1372,SKU_000127,S004,19-09-2025 00:778,2757.04
O1373,SKU_000128,S004,19-09-2025 00:779,3782.3
O1374,SKU_000129,S004,19-09-2025 00:780,3461.46
O1375,SKU_000130,S004,19-09-2025 00:781,3363.72
O1376,SKU_000131,S004,19-09-2025 00:782,3579.51
O1377,SKU_000132,S004,19-09-2025 00:783,2684.5
O1378,SKU_000133,S004,19-09-2025 00:784,2572.82
O1379,SKU_000134,S004,19-09-2025 00:785,2502.03
O1380,SKU_000135,S004,19-09-2025 00:786,2839.2
O1381,SKU_000136,S004,19-09-2025 00:787,2102.52
O1382,SKU_000137,S004,19-09-2025 00:788,215.39
O1383,SKU_000138,S004,19-09-2025 00:789,207.75
O1384,SKU_000139,S004,19-09-2025 00:790,199.84
O1385,SKU_000140,S004,19-09-2025 00:791,193.82
O1386,SKU_000141,S004,19-09-2025 00:792,160.34
O1387,SKU_000142,S004,19-09-2025 00:793,2313.28
O1388,SKU_000143,S004,19-09-2025 00:794,1990.97
O1389,SKU_000144,S004,19-09-2025 00:795,1619.27
O1390,SKU_000145,S004,19-09-2025 00:796,2043.57
O1391,SKU_000146,S004,19-09-2025 00:797,1957.03
O1392,SKU_000147,S004,19-09-2025 00:798,928.93
O1393,SKU_000148,S004,19-09-2025 00:799,966.69
O1394,SKU_000149,S004,19-09-2025 00:800,1046.23
O1395,SKU_000150,S004,19-09-2025 00:801,987.64
O1396,SKU_000151,S004,19-09-2025 00:802,870.71
O1397,SKU_000152,S004,19-09-2025 00:803,2348.39
O1398,SKU_000153,S004,19-09-2025 00:804,2822.95
O1399,SKU_000154,S004,19-09-2025 00:805,2906.44
O1400,SKU_000155,S004,19-09-2025 00:806,2871.71
O1401,SKU_000156,S004,19-09-2025 00:807,2735.39
O1402,SKU_000157,S004,19-09-2025 00:808,16090.66
O1403,SKU_000158,S004,19-09-2025 00:809,16994.81
O1404,SKU_000159,S004,19-09-2025 00:810,15432.64
O1405,SKU_000160,S004,19-09-2025 00:811,12529.79
O1406,SKU_000161,S004,19-09-2025 00:812,13106.77
O1407,SKU_000162,S004,19-09-2025 00:813,1686.7
O1408,SKU_000163,S004,19-09-2025 00:814,1638.32
O1409,SKU_000164,S004,19-09-2025 00:815,1342.22
O1410,SKU_000165,S004,19-09-2025 00:816,1224.56
O1411,SKU_000166,S004,19-09-2025 00:817,1575.26
O1412,SKU_000167,S004,19-09-2025 00:818,16001.72
O1413,SKU_000168,S004,19-09-2025 00:819,15624.31
O1414,SKU_000169,S004,19-09-2025 00:820,13427.75
O1415,SKU_000170,S004,19-09-2025 00:821,15238.82
O1416,SKU_000171,S004,19-09-2025 00:822,18913.63
O1417,SKU_000172,S004,19-09-2025 00:823,50798.12
O1418,SKU_000173,S004,19-09-2025 00:824,44606.29
O1419,SKU_000174,S004,19-09-2025 00:825,43089.04
O1420,SKU_000175,S004,19-09-2025 00:826,51220.83
O1421,SKU_000176,S004,19-09-2025 00:827,41485.41
O1422,SKU_000177,S004,19-09-2025 00:828,29689.03
O1423,SKU_000178,S004,19-09-2025 00:829,25746.36
O1424,SKU_000179,S004,19-09-2025 00:830,29388.35
O1425,SKU_000180,S004,19-09-2025 00:831,22056.62
O1426,SKU_000181,S004,19-09-2025 00:832,29086.85
O1427,SKU_000182,S004,19-09-2025 00:833,5325.65
O1428,SKU_000183,S004,19-09-2025 00:834,5388.6
O1429,SKU_000184,S004,19-09-2025 00:835,4236.74
O1430,SKU_000185,S004,19-09-2025 00:836,5071.61
O1431,SKU_000186,S004,19-09-2025 00:837,5880.7
O1432,SKU_000187,S004,19-09-2025 00:838,10289.13
O1433,SKU_000188,S004,19-09-2025 00:839,7784.8
O1434,SKU_000189,S004,19-09-2025 00:840,7822.83
O1435,SKU_000190,S004,19-09-2025 00:841,9946.06
O1436,SKU_000191,S004,19-09-2025 00:842,9655.88
O1437,SKU_000192,S004,19-09-2025 00:843,146.97
O1438,SKU_000193,S004,19-09-2025 00:844,138.17
O1439,SKU_000194,S004,19-09-2025 00:845,140.41
O1440,SKU_000195,S004,19-09-2025 00:846,127
O1441,SKU_000196,S004,19-09-2025 00:847,118.66
O1442,SKU_000197,S004,19-09-2025 00:848,66.69
O1443,SKU_000198,S004,19-09-2025 00:849,55.54
O1444,SKU_000199,S004,19-09-2025 00:850,68.7
O1445,SKU_000200,S004,19-09-2025 00:851,55.3
O1446,SKU_000201,S004,19-09-2025 00:852,69.01
O1447,SKU_000202,S004,19-09-2025 00:853,1148.76
O1448,SKU_000203,S004,19-09-2025 00:854,1501.01
O1449,SKU_000204,S004,19-09-2025 00:855,1139.62
O1450,SKU_000205,S004,19-09-2025 00:856,1156.1
O1451,SKU_000206,S004,19-09-2025 00:857,1149.88
O1452,SKU_000207,S004,19-09-2025 00:858,1370.71
O1453,SKU_000208,S004,19-09-2025 00:859,1112.28
O1454,SKU_000209,S004,19-09-2025 00:860,1235.38
O1455,SKU_000210,S004,19-09-2025 00:861,1040.12
O1456,SKU_000211,S004,19-09-2025 00:862,1247.43
O1457,SKU_000212,S004,19-09-2025 00:863,671.47
O1458,SKU_000213,S004,19-09-2025 00:864,602.47
O1459,SKU_000214,S004,19-09-2025 00:865,756.32
O1460,SKU_000215,S004,19-09-2025 00:866,563.07
O1461,SKU_000216,S004,19-09-2025 00:867,812.77
O1462,SKU_000217,S004,19-09-2025 00:868,3015.58
O1463,SKU_000218,S004,19-09-2025 00:869,2967.1
O1464,SKU_000219,S004,19-09-2025 00:870,2855.67
O1465,SKU_000220,S004,19-09-2025 00:871,3102.74
O1466,SKU_000221,S004,19-09-2025 00:872,3208.33
O1467,SKU_000222,S004,19-09-2025 00:873,762.09
O1468,SKU_000223,S004,19-09-2025 00:874,807.34
O1469,SKU_000224,S004,19-09-2025 00:875,689.94
O1470,SKU_000225,S004,19-09-2025 00:876,949.05
O1471,SKU_000226,S004,19-09-2025 00:877,743.4
O1472,SKU_000227,S004,19-09-2025 00:878,3141.63
O1473,SKU_000228,S004,19-09-2025 00:879,3065.4
O1474,SKU_000229,S004,19-09-2025 00:880,3125.84
O1475,SKU_000230,S004,19-09-2025 00:881,2934.41
O1476,SKU_000231,S004,19-09-2025 00:882,3482.49
O1477,SKU_000232,S004,19-09-2025 00:883,21837.34
O1478,SKU_000233,S004,19-09-2025 00:884,24413.43
O1479,SKU_000234,S004,19-09-2025 00:885,20451.09
O1480,SKU_000235,S004,19-09-2025 00:886,25584.83
O1481,SKU_000236,S004,19-09-2025 00:887,27321.53
O1482,SKU_000237,S004,19-09-2025 00:888,9611.85
O1483,SKU_000238,S004,19-09-2025 00:889,9772.75
O1484,SKU_000239,S004,19-09-2025 00:890,9777.03
O1485,SKU_000240,S004,19-09-2025 00:891,9605.62
O1486,SKU_000241,S004,19-09-2025 00:892,7675.86
O1487,SKU_000242,S004,19-09-2025 00:893,127721.85
O1488,SKU_000243,S004,19-09-2025 00:894,126706.77
O1489,SKU_000244,S004,19-09-2025 00:895,143919.3
O1490,SKU_000245,S004,19-09-2025 00:896,125552.72
O1491,SKU_000246,S004,19-09-2025 00:897,124699.32
O1492,SKU_000247,S004,19-09-2025 00:898,99749.4
O1493,SKU_000248,S004,19-09-2025 00:899,133156.14
O1494,SKU_000249,S004,19-09-2025 00:900,103291.29
O1495,SKU_000250,S004,19-09-2025 00:901,142070.39
O1496,SKU_000251,S004,19-09-2025 00:902,130234.06
O1497,SKU_000252,S004,19-09-2025 00:903,74528.96
O1498,SKU_000253,S004,19-09-2025 00:904,85335.23
O1499,SKU_000254,S004,19-09-2025 00:905,85777.53
O1500,SKU_000255,S004,19-09-2025 00:906,84728.85
O1501,SKU_000256,S004,19-09-2025 00:907,85399.93
O1502,SKU_000257,S004,19-09-2025 00:908,46930.9
O1503,SKU_000258,S004,19-09-2025 00:909,53433.58
O1504,SKU_000259,S004,19-09-2025 00:910,58943.36
O1505,SKU_000260,S004,19-09-2025 00:911,53549.51
O1506,SKU_000261,S004,19-09-2025 00:912,47804.27
O1507,SKU_000262,S004,19-09-2025 00:913,58363.68
O1508,SKU_000263,S004,19-09-2025 00:914,52150
O1509,SKU_000264,S004,19-09-2025 00:915,44270.12
O1510,SKU_000265,S004,19-09-2025 00:916,40343.84
O1511,SKU_000266,S004,19-09-2025 00:917,47992.19
O1512,SKU_000267,S004,19-09-2025 00:918,104.3
O1513,SKU_000268,S004,19-09-2025 00:919,83.84
O1514,SKU_000269,S004,19-09-2025 00:920,84.66
O1515,SKU_000270,S004,19-09-2025 00:921,84.95
O1516,SKU_000271,S004,19-09-2025 00:922,77.43
O1517,SKU_000272,S004,19-09-2025 00:923,34.64
O1518,SKU_000273,S004,19-09-2025 00:924,34.83
O1519,SKU_000274,S004,19-09-2025 00:925,38.13
O1520,SKU_000275,S004,19-09-2025 00:926,34.53
O1521,SKU_000276,S004,19-09-2025 00:927,39.54
O1522,SKU_000277,S004,19-09-2025 00:928,103.66
O1523,SKU_000278,S004,19-09-2025 00:929,81.94
O1524,SKU_000279,S004,19-09-2025 00:930,81.59
O1525,SKU_000280,S004,19-09-2025 00:931,77.08
O1526,SKU_000281,S004,19-09-2025 00:932,93.54
O1527,SKU_000282,S004,19-09-2025 00:933,36.79
O1528,SKU_000283,S004,19-09-2025 00:934,28.87
O1529,SKU_000284,S004,19-09-2025 00:935,37.27
O1530,SKU_000285,S004,19-09-2025 00:936,37.33
O1531,SKU_000286,S004,19-09-2025 00:937,35.29
O1532,SKU_000287,S004,19-09-2025 00:938,1584.56
O1533,SKU_000288,S004,19-09-2025 00:939,2088.42
O1534,SKU_000289,S004,19-09-2025 00:940,1460.2
O1535,SKU_000290,S004,19-09-2025 00:941,2054.85
O1536,SKU_000291,S004,19-09-2025 00:942,2098.85
O1537,SKU_000292,S004,19-09-2025 00:943,545.36
O1538,SKU_000293,S004,19-09-2025 00:944,607.76
O1539,SKU_000294,S004,19-09-2025 00:945,454.15
O1540,SKU_000295,S004,19-09-2025 00:946,550.78
O1541,SKU_000296,S004,19-09-2025 00:947,651.4
O1542,SKU_000297,S004,19-09-2025 00:948,49247.85
O1543,SKU_000298,S004,19-09-2025 00:949,50201.76
O1544,SKU_000299,S004,19-09-2025 00:950,67940.03
O1545,SKU_000300,S004,19-09-2025 00:951,54750.64
O1546,SKU_000301,S004,19-09-2025 00:952,48716.87
O1547,SKU_000302,S004,19-09-2025 00:953,2301.09
O1548,SKU_000303,S004,19-09-2025 00:954,2262.93
O1549,SKU_000304,S004,19-09-2025 00:955,2295.04
O1550,SKU_000305,S004,19-09-2025 00:956,2197.71
O1551,SKU_000306,S004,19-09-2025 00:957,2397.33
O1552,SKU_000307,S004,19-09-2025 00:958,694.39
O1553,SKU_000308,S004,19-09-2025 00:959,797.2
O1554,SKU_000309,S004,19-09-2025 00:960,917.41
O1555,SKU_000310,S004,19-09-2025 00:961,923.56
O1556,SKU_000311,S004,19-09-2025 00:962,823.18
O1557,SKU_000312,S004,19-09-2025 00:963,1769.45
O1558,SKU_000313,S004,19-09-2025 00:964,1328.81
O1559,SKU_000314,S004,19-09-2025 00:965,1614.7
O1560,SKU_000315,S004,19-09-2025 00:966,1330.3
O1561,SKU_000316,S004,19-09-2025 00:967,1356.3
O1562,SKU_000317,S004,19-09-2025 00:968,814.42
O1563,SKU_000318,S004,19-09-2025 00:969,814.49
O1564,SKU_000319,S004,19-09-2025 00:970,899.06
O1565,SKU_000320,S004,19-09-2025 00:971,785.15
O1566,SKU_000321,S004,19-09-2025 00:972,778.29
O1567,SKU_000322,S004,19-09-2025 00:973,88.65
O1568,SKU_000323,S004,19-09-2025 00:974,112.06
O1569,SKU_000324,S004,19-09-2025 00:975,126.68
O1570,SKU_000325,S004,19-09-2025 00:976,110.14
O1571,SKU_000326,S004,19-09-2025 00:977,109.05
O1572,SKU_000327,S004,19-09-2025 00:978,256.7
O1573,SKU_000328,S004,19-09-2025 00:979,299.25
O1574,SKU_000329,S004,19-09-2025 00:980,213.34
O1575,SKU_000330,S004,19-09-2025 00:981,260.31
O1576,SKU_000331,S004,19-09-2025 00:982,211.64
O1577,SKU_000332,S004,19-09-2025 00:983,2669.49
O1578,SKU_000333,S004,19-09-2025 00:984,2795.29
O1579,SKU_000334,S004,19-09-2025 00:985,2938.08
O1580,SKU_000335,S004,19-09-2025 00:986,2521.44
O1581,SKU_000336,S004,19-09-2025 00:987,3062.05
O1582,SKU_000337,S004,19-09-2025 00:988,98.61
O1583,SKU_000338,S004,19-09-2025 00:989,94.36
O1584,SKU_000339,S004,19-09-2025 00:990,90.09
O1585,SKU_000340,S004,19-09-2025 00:991,87.55
O1586,SKU_000341,S004,19-09-2025 00:992,94.31
O1587,SKU_000342,S004,19-09-2025 00:993,946.37
O1588,SKU_000343,S004,19-09-2025 00:994,809.76
O1589,SKU_000344,S004,19-09-2025 00:995,1033.12
O1590,SKU_000345,S004,19-09-2025 00:996,786.19
O1591,SKU_000346,S004,19-09-2025 00:997,1120.05
O1592,SKU_000347,S004,19-09-2025 00:998,863.1
O1593,SKU_000348,S004,19-09-2025 00:999,867.43
O1594,SKU_000349,S004,19-09-2025 00:1000,799.17
O1595,SKU_000350,S004,19-09-2025 00:1001,1004.62
O1596,SKU_000351,S004,19-09-2025 00:1002,1056.93
O1597,SKU_000352,S004,19-09-2025 00:1003,746.34
O1598,SKU_000353,S004,19-09-2025 00:1004,601.7
O1599,SKU_000354,S004,19-09-2025 00:1005,736.78
O1600,SKU_000355,S004,19-09-2025 00:1006,690.59
O1601,SKU_000356,S004,19-09-2025 00:1007,516.21
O1602,SKU_000357,S004,19-09-2025 00:1008,688.16
O1603,SKU_000358,S004,19-09-2025 00:1009,723.58
O1604,SKU_000359,S004,19-09-2025 00:1010,935.65
O1605,SKU_000360,S004,19-09-2025 00:1011,779.7
O1606,SKU_000361,S004,19-09-2025 00:1012,831.7
O1607,SKU_000362,S004,19-09-2025 00:1013,765.45
O1608,SKU_000363,S004,19-09-2025 00:1014,695.15
O1609,SKU_000364,S004,19-09-2025 00:1015,755.21
O1610,SKU_000365,S004,19-09-2025 00:1016,748.27
O1611,SKU_000366,S004,19-09-2025 00:1017,836.29
O1612,SKU_000367,S004,19-09-2025 00:1018,1624.22
O1613,SKU_000368,S004,19-09-2025 00:1019,1229.25
O1614,SKU_000369,S004,19-09-2025 00:1020,1454.83
O1615,SKU_000370,S004,19-09-2025 00:1021,1726.2
O1616,SKU_000371,S004,19-09-2025 00:1022,1633.27
O1617,SKU_000372,S004,19-09-2025 00:1023,611.8
O1618,SKU_000373,S004,19-09-2025 00:1024,553.23
O1619,SKU_000374,S004,19-09-2025 00:1025,772.44
O1620,SKU_000375,S004,19-09-2025 00:1026,693.15
O1621,SKU_000376,S004,19-09-2025 00:1027,677.91
O1622,SKU_000377,S004,19-09-2025 00:1028,485.3
O1623,SKU_000378,S004,19-09-2025 00:1029,533.68
O1624,SKU_000379,S004,19-09-2025 00:1030,567.54
O1625,SKU_000380,S004,19-09-2025 00:1031,510.73
O1626,SKU_000381,S004,19-09-2025 00:1032,468.83
O1627,SKU_000382,S004,19-09-2025 00:1033,396.71
O1628,SKU_000383,S004,19-09-2025 00:1034,284.66
O1629,SKU_000384,S004,19-09-2025 00:1035,280
O1630,SKU_000385,S004,19-09-2025 00:1036,281.07
O1631,SKU_000386,S004,19-09-2025 00:1037,288.16
O1632,SKU_000387,S004,19-09-2025 00:1038,13006.66
O1633,SKU_000388,S004,19-09-2025 00:1039,14334.36
O1634,SKU_000389,S004,19-09-2025 00:1040,13476.01
O1635,SKU_000390,S004,19-09-2025 00:1041,16819.42
O1636,SKU_000391,S004,19-09-2025 00:1042,14353.22
O1637,SKU_000392,S004,19-09-2025 00:1043,10664.29
O1638,SKU_000393,S004,19-09-2025 00:1044,11590.14
O1639,SKU_000394,S004,19-09-2025 00:1045,10811.17
O1640,SKU_000395,S004,19-09-2025 00:1046,11791.42
O1641,SKU_000396,S004,19-09-2025 00:1047,12940.46
O1642,SKU_000397,S004,19-09-2025 00:1048,52297.02
O1643,SKU_000398,S004,19-09-2025 00:1049,54577.37
O1644,SKU_000399,S004,19-09-2025 00:1050,47261.24
O1645,SKU_000400,S004,19-09-2025 00:1051,44824.1
O1646,SKU_000401,S004,19-09-2025 00:1052,42334.49
O1647,SKU_000402,S004,19-09-2025 00:1053,163.44
O1648,SKU_000403,S004,19-09-2025 00:1054,120.75
O1649,SKU_000404,S004,19-09-2025 00:1055,121.04
O1650,SKU_000405,S004,19-09-2025 00:1056,173.06
O1651,SKU_000406,S004,19-09-2025 00:1057,125.17
O1652,SKU_000407,S004,19-09-2025 00:1058,156.35
O1653,SKU_000408,S004,19-09-2025 00:1059,185.17
O1654,SKU_000409,S004,19-09-2025 00:1060,140.29
O1655,SKU_000410,S004,19-09-2025 00:1061,144.88
O1656,SKU_000411,S004,19-09-2025 00:1062,181.6
O1657,SKU_000412,S004,19-09-2025 00:1063,1634.98
O1658,SKU_000413,S004,19-09-2025 00:1064,2187.18
O1659,SKU_000414,S004,19-09-2025 00:1065,1644.27
O1660,SKU_000415,S004,19-09-2025 00:1066,1603.21
O1661,SKU_000416,S004,19-09-2025 00:1067,2380.15
O1662,SKU_000417,S004,19-09-2025 00:1068,2973.6
O1663,SKU_000418,S004,19-09-2025 00:1069,2252.68
O1664,SKU_000419,S004,19-09-2025 00:1070,2323.77
O1665,SKU_000420,S004,19-09-2025 00:1071,2188.39
O1666,SKU_000421,S004,19-09-2025 00:1072,2889.09
O1667,SKU_000422,S004,19-09-2025 00:1073,1232.73
O1668,SKU_000423,S004,19-09-2025 00:1074,1430.19
O1669,SKU_000424,S004,19-09-2025 00:1075,1430.83
O1670,SKU_000425,S004,19-09-2025 00:1076,1299.95
O1671,SKU_000426,S004,19-09-2025 00:1077,1296.59
O1672,SKU_000427,S004,19-09-2025 00:1078,1634.19
O1673,SKU_000428,S004,19-09-2025 00:1079,2257.66
O1674,SKU_000429,S004,19-09-2025 00:1080,1856.9
O1675,SKU_000430,S004,19-09-2025 00:1081,2006.35
O1676,SKU_000431,S004,19-09-2025 00:1082,2235.74
O1677,SKU_000432,S004,19-09-2025 00:1083,630.53
O1678,SKU_000433,S004,19-09-2025 00:1084,653.6
O1679,SKU_000434,S004,19-09-2025 00:1085,489.48
O1680,SKU_000435,S004,19-09-2025 00:1086,616.47
O1681,SKU_000436,S004,19-09-2025 00:1087,634.81
O1682,SKU_000437,S004,19-09-2025 00:1088,1241.23
O1683,SKU_000438,S004,19-09-2025 00:1089,1613.15
O1684,SKU_000439,S004,19-09-2025 00:1090,1267.43
O1685,SKU_000440,S004,19-09-2025 00:1091,1465.93
O1686,SKU_000441,S004,19-09-2025 00:1092,1556.95
O1687,SKU_000442,S004,19-09-2025 00:1093,2199.62
O1688,SKU_000443,S004,19-09-2025 00:1094,2360.98
O1689,SKU_000444,S004,19-09-2025 00:1095,2135.84
O1690,SKU_000445,S004,19-09-2025 00:1096,2265.94
O1691,SKU_000446,S004,19-09-2025 00:1097,2048.68
O1692,SKU_000447,S004,19-09-2025 00:1098,1478.74
O1693,SKU_000448,S004,19-09-2025 00:1099,1231.92
O1694,SKU_000449,S004,19-09-2025 00:1100,1671.82
O1695,SKU_000450,S004,19-09-2025 00:1101,1312.89
O1696,SKU_000451,S004,19-09-2025 00:1102,1294.61
O1697,SKU_000452,S004,19-09-2025 00:1103,2387.47
O1698,SKU_000453,S004,19-09-2025 00:1104,2319.96
O1699,SKU_000454,S004,19-09-2025 00:1105,1921.91
O1700,SKU_000455,S004,19-09-2025 00:1106,1605.93
O1701,SKU_000456,S004,19-09-2025 00:1107,2109.75
O1702,SKU_000457,S004,19-09-2025 00:1108,850.28
O1703,SKU_000458,S004,19-09-2025 00:1109,1064.41
O1704,SKU_000459,S004,19-09-2025 00:1110,1178.23
O1705,SKU_000460,S004,19-09-2025 00:1111,922.55
O1706,SKU_000461,S004,19-09-2025 00:1112,1014.22
O1707,SKU_000462,S004,19-09-2025 00:1113,751.26
O1708,SKU_000463,S004,19-09-2025 00:1114,878.74
O1709,SKU_000464,S004,19-09-2025 00:1115,936.81
O1710,SKU_000465,S004,19-09-2025 00:1116,835.8
O1711,SKU_000466,S004,19-09-2025 00:1117,829.87
O1712,SKU_000467,S004,19-09-2025 00:1118,2286.86
O1713,SKU_000468,S004,19-09-2025 00:1119,2163.99
O1714,SKU_000469,S004,19-09-2025 00:1120,2695.24
O1715,SKU_000470,S004,19-09-2025 00:1121,2655.66
O1716,SKU_000471,S004,19-09-2025 00:1122,2213.99
O1717,SKU_000472,S004,19-09-2025 00:1123,1682.02
O1718,SKU_000473,S004,19-09-2025 00:1124,1308.99
O1719,SKU_000474,S005,19-09-2025 00:1125,1644.14
O1720,SKU_000475,S005,19-09-2025 00:1126,1666.95
O1721,SKU_000476,S005,19-09-2025 00:1127,1742.47
O1722,SKU_000477,S005,19-09-2025 00:1128,1005.63
O1723,SKU_000478,S005,19-09-2025 00:1129,1095.51
O1724,SKU_000479,S005,19-09-2025 00:1130,858.5
O1725,SKU_000480,S005,19-09-2025 00:1131,956.86
O1726,SKU_000481,S005,19-09-2025 00:1132,1096.03
O1727,SKU_000482,S005,19-09-2025 00:1133,1774.05
O1728,SKU_000483,S005,19-09-2025 00:1134,1703.09
O1729,SKU_000484,S005,19-09-2025 00:1135,1967.08
O1730,SKU_000485,S005,19-09-2025 00:1136,1963.19
O1731,SKU_000486,S005,19-09-2025 00:1137,1614.34
O1732,SKU_000487,S005,19-09-2025 00:1138,8231.83
O1733,SKU_000488,S005,19-09-2025 00:1139,8269.68
O1734,SKU_000489,S005,19-09-2025 00:1140,9394.95
O1735,SKU_000490,S005,19-09-2025 00:1141,8751.64
O1736,SKU_000491,S005,19-09-2025 00:1142,8177.29
O1737,SKU_000492,S005,19-09-2025 00:1143,3358.34
O1738,SKU_000493,S005,19-09-2025 00:1144,2900.32
O1739,SKU_000494,S005,19-09-2025 00:1145,3230.76
O1740,SKU_000495,S005,19-09-2025 00:1146,2999.06
O1741,SKU_000496,S005,19-09-2025 00:1147,3498.47
O1742,SKU_000497,S005,19-09-2025 00:1148,46121.64
O1743,SKU_000498,S005,19-09-2025 00:1149,50045.66
O1744,SKU_000499,S005,19-09-2025 00:1150,51984.73
O1745,SKU_000500,S005,19-09-2025 00:1151,48924.98
O1746,SKU_000501,S005,19-09-2025 00:1152,46313.29
O1747,SKU_000502,S005,19-09-2025 00:1153,20629.66
O1748,SKU_000503,S005,19-09-2025 00:1154,22819.78
O1749,SKU_000504,S005,19-09-2025 00:1155,20676.65
O1750,SKU_000505,S005,19-09-2025 00:1156,16752.76
O1751,SKU_000506,S005,19-09-2025 00:1157,22901.85
O1752,SKU_000507,S005,19-09-2025 00:1158,33706.11
O1753,SKU_000508,S005,19-09-2025 00:1159,25338.92
O1754,SKU_000509,S005,19-09-2025 00:1160,23934.99
O1755,SKU_000510,S005,19-09-2025 00:1161,34728.37
O1756,SKU_000511,S005,19-09-2025 00:1162,29535.87
O1757,SKU_000512,S005,19-09-2025 00:1163,34555.11
O1758,SKU_000513,S005,19-09-2025 00:1164,31135.86
O1759,SKU_000514,S005,19-09-2025 00:1165,41938.47
O1760,SKU_000515,S005,19-09-2025 00:1166,28873.91
O1761,SKU_000516,S005,19-09-2025 00:1167,41879.89
O1762,SKU_000517,S005,19-09-2025 00:1168,16005.25
O1763,SKU_000518,S005,19-09-2025 00:1169,22625.48
O1764,SKU_000519,S005,19-09-2025 00:1170,20197.11
O1765,SKU_000520,S005,19-09-2025 00:1171,17494.93
O1766,SKU_000521,S005,19-09-2025 00:1172,22150.76
O1767,SKU_000522,S005,19-09-2025 00:1173,6429.21
O1768,SKU_000523,S005,19-09-2025 00:1174,7530.08
O1769,SKU_000524,S005,19-09-2025 00:1175,8725.25
