skuid,order_id,quantity,status,created_at
SKU_APP_PULLOVER_091,ORD20260128000628,3,completed,2026-01-28T08:43:55.436022
SKU_APP_BURKHA_092,ORD20260129000629,1,completed,2026-01-29T17:25:13.436022
SKU_APP_RAINCOAT_093,ORD20260130000630,2,cancelled,2026-01-30T04:51:28.436022
SKU_APP_BODYSUIT_094,ORD20260301000631,1,completed,2026-03-01T07:14:22.436022
SKU_APP_NIGHTSUIT_095,ORD20260302000632,2,shipped,2026-03-02T18:48:39.436022
SKU_APP_BATHROBE_096,ORD20260303000633,1,completed,2026-03-03T09:27:14.436022
SKU_APP_HENLEY_097,ORD20260304000634,3,completed,2026-03-04T20:36:51.436022
SKU_APP_KAFTAN_098,ORD20260305000635,1,cancelled,2026-03-05T04:18:07.436022
SKU_APP_GOWN_099,ORD20260306000636,2,completed,2026-03-06T13:59:43.436022
SKU_APP_WORKPANT_100,ORD20260307000637,1,shipped,2026-03-07T22:41:26.436022
SKU_ELEC_PHONE_101,ORD20260308000638,3,completed,2026-03-08T07:33:58.436022
SKU_ELEC_LAPTOP_102,ORD20260309000639,1,completed,2026-03-09T16:25:11.436022
SKU_ELEC_EARBUDS_103,ORD20260310000640,2,cancelled,2026-03-10T03:12:49.436022
SKU_ELEC_TV_104,ORD20260311000641,1,completed,2026-03-11T11:07:36.436022
SKU_ELEC_SMARTWATCH_105,ORD20260312000642,3,shipped,2026-03-12T19:54:08.436022
SKU_ELEC_CAMERA_106,ORD20260313000643,1,completed,2026-03-13T08:22:47.436022
SKU_ELEC_SPEAKER_107,ORD20260314000644,2,completed,2026-03-14T17:39:21.436022
SKU_ELEC_TABLET_108,ORD20260315000645,1,cancelled,2026-03-15T01:28:55.436022
SKU_ELEC_ROUTER_109,ORD20260316000646,3,completed,2026-03-16T12:45:33.436022
SKU_ELEC_POWERBANK_110,ORD20260317000647,1,shipped,2026-03-17T21:16:04.436022
SKU_ELEC_KEYBOARD_111,ORD20260317000648,2,completed,2026-03-17T06:53:42.436022
SKU_ELEC_MOUSE_112,ORD20260317000649,1,completed,2026-03-17T15:38:19.436022
SKU_ELEC_MONITOR_113,ORD20260317000650,3,cancelled,2026-03-17T02:27:58.436022
SKU_ELEC_PRINTER_114,ORD20260201000651,1,completed,2026-03-01T10:14:37.436022
SKU_ELEC_HARDDRIVE_115,ORD20260202000652,2,shipped,2026-03-02T18:59:05.436022
SKU_ELEC_SSD_116,ORD20260203000653,1,completed,2026-03-03T07:21:49.436022
SKU_ELEC_DRONE_117,ORD20260204000654,3,completed,2026-03-04T16:42:13.436022
SKU_ELEC_CONSOLE_118,ORD20260205000655,1,cancelled,2026-03-05T03:35:26.436022
SKU_ELEC_VR_119,ORD20260206000656,2,completed,2026-03-06T11:58:44.436022
SKU_ELEC_PROJECTOR_120,ORD20260207000657,1,shipped,2026-03-07T20:23:17.436022
SKU_ELEC_CABLE_121,ORD20260208000658,3,completed,2026-03-08T08:47:59.436022
SKU_ELEC_HEADPHONE_122,ORD20260209000659,1,completed,2026-03-09T17:29:36.436022
SKU_ELEC_MIC_123,ORD20260210000660,2,cancelled,2026-03-10T05:12:08.436022
SKU_ELEC_CONTROLLER_124,ORD20260211000661,1,completed,2026-03-11T13:41:55.436022
SKU_ELEC_DASHCAM_125,ORD20260212000662,3,shipped,2026-03-12T22:18:27.436022
SKU_ELEC_TRIPOD_126,ORD20260213000663,1,completed,2026-03-13T09:36:12.436022
SKU_ELEC_FLASH_127,ORD20260214000664,2,completed,2026-03-14T18:07:49.436022
SKU_ELEC_SMARTBULB_128,ORD20260215000665,1,cancelled,2026-03-15T02:55:33.436022
SKU_ELEC_SMARTPLUG_129,ORD20260216000666,3,completed,2026-03-16T14:19:21.436022
SKU_ELEC_AIRPURIFIER_130,ORD20260217000667,1,shipped,2026-03-17T23:08:46.436022
SKU_ELEC_KINDLE_131,ORD20260218000668,2,completed,2026-03-18T06:27:35.436022
SKU_ELEC_DRAWINGTAB_132,ORD20260219000669,1,completed,2026-03-19T15:44:58.436022
SKU_ELEC_WEBCAM_133,ORD20260220000670,3,cancelled,2026-03-20T03:31:17.436022
SKU_ELEC_LENS_134,ORD20260221000671,1,completed,2026-03-24T11:12:43.436022
SKU_ELEC_GIMBAL_135,ORD20260222000672,2,shipped,2026-03-24T20:06:25.436022
SKU_ELEC_SOUNDBAR_136,ORD20260223000673,1,completed,2026-03-24T07:48:14.436022
SKU_ELEC_DOORBELL_137,ORD20260224000674,3,completed,2026-03-24T16:29:57.436022
SKU_ELEC_THERMOSTAT_138,ORD20260225000675,1,cancelled,2026-03-25T01:17:38.436022
SKU_ELEC_KETTLE_139,ORD20260226000676,2,completed,2026-03-26T13:03:22.436022
SKU_ELEC_BLENDER_140,ORD20260227000677,1,shipped,2026-03-27T22:45:09.436022
SKU_ELEC_SMARTLOCK_141,ORD20260228000678,3,completed,2026-03-28T08:36:51.436022
SKU_ELEC_ACTIONCAM_142,ORD20260301000679,1,completed,2026-03-01T17:58:27.436022
SKU_ELEC_PORTABLESSD_143,ORD20260302000680,2,cancelled,2026-03-02T05:21:14.436022
SKU_ELEC_STREAMSTICK_144,ORD20260303000681,1,completed,2026-03-03T06:18:22.436022
SKU_ELEC_SMARTSCALE_145,ORD20260304000682,2,shipped,2026-03-04T17:52:39.436022
SKU_ELEC_BABYMONITOR_146,ORD20260305000683,1,completed,2026-03-05T08:31:14.436022
SKU_ELEC_CLICKER_147,ORD20260306000684,3,completed,2026-03-06T21:40:51.436022
SKU_ELEC_DIGITALFRAME_148,ORD20260307000685,1,cancelled,2026-03-07T03:22:07.436022
SKU_ELEC_GAMINGCHAIR_149,ORD20260308000686,2,completed,2026-03-08T12:03:43.436022
SKU_ELEC_DESKFAN_150,ORD20260309000687,1,shipped,2026-03-09T23:45:26.436022
SKU_JEW_RING_151,ORD20260310000688,3,completed,2026-03-10T09:37:58.436022
SKU_JEW_NECKLACE_152,ORD20260311000689,1,completed,2026-03-11T18:29:11.436022
SKU_JEW_EARRING_153,ORD20260312000690,2,cancelled,2026-03-12T04:16:49.436022
SKU_JEW_BRACELET_154,ORD20260313000691,1,completed,2026-03-13T10:11:36.436022
SKU_JEW_ANKLET_155,ORD20260314000692,3,shipped,2026-03-14T19:58:08.436022
SKU_JEW_WATCH_156,ORD20260315000693,1,completed,2026-03-15T07:26:47.436022
SKU_JEW_SUNGLASSES_157,ORD20260316000694,2,completed,2026-03-16T16:43:21.436022
SKU_JEW_HANDBAG_158,ORD20260317000695,1,cancelled,2026-03-17T00:32:55.436022
SKU_JEW_BELT_159,ORD20260317000696,3,completed,2026-03-17T11:49:33.436022
SKU_JEW_WALLET_160,ORD20260317000697,1,shipped,2026-03-17T20:20:04.436022
SKU_JEW_HAT_161,ORD20260201000698,2,completed,2026-03-01T05:53:42.436022
SKU_JEW_SCARF_162,ORD20260202000699,1,completed,2026-03-02T14:38:19.436022
SKU_JEW_BROOCH_163,ORD20260203000700,3,cancelled,2026-03-03T02:27:58.436022
SKU_JEW_CHAIN_164,ORD20260204000701,1,completed,2026-03-04T10:14:37.436022
SKU_JEW_TOERING_165,ORD20260205000702,2,shipped,2026-03-05T18:59:05.436022
SKU_JEW_BACKPACK_166,ORD20260206000703,1,completed,2026-03-06T07:21:49.436022
SKU_JEW_HAIRPIN_167,ORD20260207000704,3,completed,2026-03-07T16:42:13.436022
SKU_JEW_CUFFLINK_168,ORD20260208000705,1,cancelled,2026-03-08T03:35:26.436022
SKU_JEW_KEYCHAIN_169,ORD20260209000706,2,completed,2026-03-09T11:58:44.436022
SKU_JEW_DUFFEL_170,ORD20260210000707,1,shipped,2026-03-10T20:23:17.436022
SKU_JEW_PENDANT_171,ORD20260211000708,3,completed,2026-03-11T08:47:59.436022
SKU_JEW_LOCKET_172,ORD20260212000709,1,completed,2026-03-12T17:29:36.436022
SKU_JEW_NOSEPIN_173,ORD20260213000710,2,cancelled,2026-03-13T05:12:08.436022
SKU_JEW_BANGLES_174,ORD20260214000711,1,completed,2026-03-14T13:41:55.436022
SKU_JEW_TIARA_175,ORD20260215000712,3,shipped,2026-03-15T22:18:27.436022
SKU_JEW_HAIRBAND_176,ORD20260216000713,1,completed,2026-03-16T09:36:12.436022
SKU_JEW_HAIRCLIP_177,ORD20260217000714,2,completed,2026-03-17T18:07:49.436022
SKU_JEW_CARDHOLDER_178,ORD20260218000715,1,cancelled,2026-03-18T02:55:33.436022
SKU_JEW_LUGGAGETAG_179,ORD20260219000716,3,completed,2026-03-19T14:19:21.436022
SKU_JEW_TRAVELWALLET_180,ORD20260220000717,1,shipped,2026-03-20T23:08:46.436022
SKU_JEW_LAPELPIN_181,ORD20260221000718,2,completed,2026-03-24T06:27:35.436022
SKU_JEW_TIECLIP_182,ORD20260222000719,1,completed,2026-03-24T15:44:58.436022
SKU_JEW_ARMLET_183,ORD20260223000720,3,cancelled,2026-03-24T03:31:17.436022
SKU_JEW_WAISTCHAIN_184,ORD20260224000721,1,completed,2026-03-24T11:12:43.436022
SKU_JEW_SCRUNCHIE_185,ORD20260225000722,2,shipped,2026-03-25T20:06:25.436022
SKU_JEW_POTLIBAG_186,ORD20260226000723,1,completed,2026-03-26T07:48:14.436022
SKU_JEW_SUNGLASSCHAIN_187,ORD20260227000724,3,completed,2026-03-27T16:29:57.436022
SKU_JEW_JEWELBOX_188,ORD20260228000725,1,cancelled,2026-03-28T01:17:38.436022
SKU_JEW_WATCHSTRAP_189,ORD20260301000726,2,completed,2026-03-01T13:03:22.436022
SKU_JEW_BEADBRACELET_190,ORD20260302000727,1,shipped,2026-03-02T22:45:09.436022
SKU_JEW_GEMRING_191,ORD20260303000728,3,completed,2026-03-03T08:36:51.436022
SKU_JEW_JEWELROLL_192,ORD20260304000729,1,completed,2026-03-04T17:58:27.436022
SKU_JEW_CHARMKEY_193,ORD20260305000730,2,cancelled,2026-03-05T05:21:14.436022
SKU_JEW_BROOCHSET_194,ORD20260306000731,1,completed,2026-03-06T06:22:18.436022
SKU_JEW_WAISTBELT_195,ORD20260307000732,2,shipped,2026-03-07T17:41:52.436022
SKU_JEW_SOCKS_196,ORD20260308000733,1,completed,2026-03-08T09:15:37.436022
SKU_JEW_GLOVES_197,ORD20260309000734,3,completed,2026-03-09T21:33:44.436022
SKU_JEW_UMBRELLA_198,ORD20260310000735,1,cancelled,2026-03-10T04:58:12.436022
SKU_JEW_PHONECHARM_199,ORD20260311000736,2,completed,2026-03-11T13:27:59.436022
SKU_JEW_COINPURSE_200,ORD20260312000737,1,shipped,2026-03-12T23:49:21.436022
SKU_PHA_PARACETAMOL_001,ORD20260313000738,3,completed,2026-03-13T08:42:05.436022
SKU_PHA_IBUPROFEN_002,ORD20260314000739,1,completed,2026-03-14T16:18:36.436022
SKU_PHA_ANTACID_003,ORD20260315000740,2,cancelled,2026-03-15T02:37:48.436022
SKU_PHA_COUGH_004,ORD20260316000741,1,completed,2026-03-16T11:55:14.436022
SKU_PHA_VITC_005,ORD20260317000742,3,completed,2026-03-17T19:23:57.436022
SKU_PHA_MULTIVIT_006,ORD20260317000743,1,shipped,2026-03-17T07:08:26.436022
SKU_PHA_BANDAGE_007,ORD20260317000744,2,completed,2026-03-17T14:46:11.436022
SKU_PHA_SANITIZER_008,ORD20260317000745,1,cancelled,2026-03-17T01:29:33.436022
SKU_PHA_THERMOMETER_009,ORD20260201000746,3,completed,2026-03-01T12:07:54.436022
SKU_PHA_GLUCOSE_010,ORD20260202000747,1,shipped,2026-03-02T20:35:19.436022
SKU_PHA_B12_011,ORD20260203000748,2,completed,2026-03-03T06:54:27.436022
SKU_PHA_DIGENE_012,ORD20260204000749,1,completed,2026-03-04T15:22:41.436022
SKU_PHA_VITD_013,ORD20260205000750,3,cancelled,2026-03-05T03:11:08.436022
SKU_PHA_GASRELIEF_014,ORD20260206000751,1,completed,2026-03-06T10:49:36.436022
SKU_PHA_ANTIFUNGAL_015,ORD20260207000752,2,shipped,2026-03-07T19:33:18.436022
SKU_PHA_ANTIBIOTIC_016,ORD20260208000753,1,completed,2026-03-08T05:26:57.436022
SKU_PHA_ALLERGY_017,ORD20260209000754,3,completed,2026-03-09T16:58:22.436022
SKU_PHA_BETADINE_018,ORD20260210000755,1,cancelled,2026-03-10T02:19:44.436022
SKU_PHA_INSULIN_019,ORD20260211000756,2,completed,2026-03-11T12:36:09.436022
SKU_PHA_VITAMINC_020,ORD20260212000757,1,shipped,2026-03-12T21:07:31.436022
SKU_PHA_CALCIUM_021,ORD20260213000758,3,completed,2026-03-13T08:43:55.436022
SKU_PHA_IRON_022,ORD20260214000759,1,completed,2026-03-14T17:25:13.436022
SKU_PHA_ZINC_023,ORD20260215000760,2,cancelled,2026-03-15T04:51:28.436022
SKU_PHA_ORAL_024,ORD20260216000761,1,completed,2026-03-16T13:18:44.436022
SKU_PHA_LOZENGE_025,ORD20260217000762,3,shipped,2026-03-17T22:40:17.436022
SKU_PHA_ELECTROLYTE_026,ORD20260218000763,1,completed,2026-03-18T09:07:53.436022
SKU_PHA_INHALER_027,ORD20260219000764,2,completed,2026-03-19T18:29:35.436022
SKU_PHA_OINTMENT_028,ORD20260220000765,1,cancelled,2026-03-20T03:56:11.436022
SKU_PHA_GLUCOMETER_029,ORD20260221000766,3,completed,2026-03-24T11:14:26.436022
SKU_PHA_BP_030,ORD20260222000767,1,shipped,2026-03-24T20:48:39.436022
SKU_PHA_PAINSPRAY_031,ORD20260223000768,2,completed,2026-03-24T07:21:05.436022
SKU_PHA_COOLGEL_032,ORD20260224000769,1,completed,2026-03-24T16:37:42.436022
SKU_PHA_COLDTAB_033,ORD20260225000770,3,cancelled,2026-03-25T02:08:59.436022
SKU_PHA_DIGESTIVE_034,ORD20260226000771,1,completed,2026-03-26T12:55:16.436022
SKU_PHA_PROBIOTIC_035,ORD20260227000772,2,shipped,2026-03-27T21:33:48.436022
SKU_PHA_CALAMINE_036,ORD20260228000773,1,completed,2026-03-28T08:14:27.436022
SKU_PHA_LIVER_037,ORD20260301000774,3,completed,2026-03-01T17:49:52.436022
SKU_PHA_STEAM_038,ORD20260302000775,1,cancelled,2026-03-02T05:26:33.436022
SKU_PHA_MASK_039,ORD20260303000776,2,completed,2026-03-03T13:38:09.436022
SKU_PHA_VAPORUB_040,ORD20260304000777,1,shipped,2026-03-04T22:11:47.436022
SKU_PHA_PROTEIN_041,ORD20260305000778,3,completed,2026-03-05T09:57:26.436022
SKU_PHA_VITAMINK2_042,ORD20260306000779,1,completed,2026-03-06T18:43:51.436022
SKU_PHA_MAGNESIUM_043,ORD20260307000780,2,cancelled,2026-03-07T03:19:14.436022
SKU_PHA_PROTEINBAR_044,ORD20260308000781,1,completed,2026-03-08T10:22:14.436022
SKU_PHA_COLLAGEN_045,ORD20260309000782,2,shipped,2026-03-09T18:35:47.436022
SKU_PHA_BANDAGEKIT_046,ORD20260310000783,1,completed,2026-03-10T07:49:31.436022
SKU_PHA_HEATINGPAD_047,ORD20260311000784,3,completed,2026-03-11T16:12:05.436022
SKU_PHA_PULSE_048,ORD20260312000785,1,cancelled,2026-03-12T02:58:39.436022
SKU_PHA_MASSAGER_049,ORD20260313000786,2,completed,2026-03-13T13:44:52.436022
SKU_PHA_STRETCH_050,ORD20260314000787,1,completed,2026-03-14T11:27:18.436022
