rma_id,sku_id,created_at,seller_id,order_id,status
RMA_0779,SKU_WATCH_513,01-01-2026 03:44,S001,ORD_50779,pending
RMA_0780,SKU_WATCH_514,21-01-2026 11:54,S001,ORD_50780,pending
RMA_0781,SKU_WATCH_515,24-02-2026 18:55,S001,ORD_50781,pending
RMA_0782,SKU_WATCH_511,06-01-2026 10:25,S001,ORD_50782,pending
RMA_0783,SKU_WATCH_512,02-04-2026 07:22,S001,ORD_50783,pending
RMA_0784,SKU_WATCH_513,22-03-2026 17:17,S001,ORD_50784,pending
RMA_0785,SKU_WATCH_514,10-03-2026 10:30,S001,ORD_50785,pending
RMA_0786,SKU_WATCH_515,05-04-2026 10:51,S001,ORD_50786,pending
RMA_0787,SKU_TV_516,05-01-2026 12:41,S001,ORD_50787,pending
RMA_0788,SKU_TV_517,03-01-2026 02:11,S001,ORD_50788,pending
RMA_0789,SKU_TV_518,22-02-2026 11:00,S001,ORD_50789,pending
RMA_0790,SKU_TV_519,23-01-2026 02:41,S001,ORD_50790,pending
RMA_0791,SKU_TV_520,22-02-2026 09:08,S001,ORD_50791,pending
RMA_0792,SKU_EAR_506,06-02-2026 16:02,S001,ORD_50792,pending
RMA_0793,SKU_EAR_507,15-03-2026 21:59,S001,ORD_50793,pending
RMA_0794,SKU_EAR_508,15-03-2026 01:50,S001,ORD_50794,pending
RMA_0795,SKU_EAR_509,24-03-2026 16:25,S001,ORD_50795,pending
RMA_0796,SKU_EAR_510,17-01-2026 15:08,S001,ORD_50796,pending
RMA_0797,SKU_PHONE_501,26-03-2026 01:41,S001,ORD_50797,pending
RMA_0798,SKU_PHONE_502,19-03-2026 21:50,S001,ORD_50798,pending
RMA_0799,SKU_PHONE_503,14-03-2026 19:15,S001,ORD_50799,pending
RMA_0800,SKU_PHONE_504,01-01-2026 05:23,S001,ORD_50800,pending
RMA_0801,SKU_PHONE_505,20-02-2026 09:49,S001,ORD_50801,pending
RMA_0802,SKU_EAR_506,14-02-2026 09:13,S001,ORD_50802,pending
RMA_0803,SKU_EAR_507,18-03-2026 07:02,S001,ORD_50803,pending
RMA_0804,SKU_EAR_508,04-01-2026 00:33,S001,ORD_50804,pending
RMA_0805,SKU_EAR_509,03-03-2026 12:32,S001,ORD_50805,pending
RMA_0806,SKU_EAR_510,06-03-2026 23:49,S001,ORD_50806,pending
RMA_0807,SKU_WATCH_511,01-02-2026 08:23,S001,ORD_50807,pending
RMA_0808,SKU_WATCH_512,03-02-2026 21:08,S001,ORD_50808,pending
RMA_0809,SKU_WATCH_513,02-04-2026 09:12,S001,ORD_50809,pending
RMA_0810,SKU_WATCH_514,05-04-2026 14:01,S001,ORD_50810,pending
RMA_0811,SKU_WATCH_515,13-03-2026 04:06,S001,ORD_50811,pending
RMA_0812,SKU_TV_516,08-02-2026 21:47,S001,ORD_50812,pending
RMA_0813,SKU_TV_517,26-01-2026 15:20,S001,ORD_50813,pending
RMA_0814,SKU_TV_518,03-02-2026 12:18,S001,ORD_50814,pending
RMA_0815,SKU_TV_519,23-02-2026 21:24,S001,ORD_50815,pending
RMA_0816,SKU_TV_520,03-01-2026 19:46,S001,ORD_50816,pending
RMA_0817,SKU_TAB_1001,19-02-2026 17:21,S001,ORD_50817,pending
RMA_0818,SKU_TAB_1002,12-01-2026 10:10,S001,ORD_50818,pending
RMA_0819,SKU_TAB_1003,06-03-2026 08:32,S001,ORD_50819,pending
RMA_0820,SKU_TAB_1004,23-02-2026 15:31,S001,ORD_50820,pending
RMA_0821,SKU_TAB_1005,05-01-2026 01:20,S001,ORD_50821,pending
RMA_0822,SKU_SPK_1006,04-04-2026 01:38,S001,ORD_50822,pending
RMA_0823,SKU_SPK_1007,04-04-2026 11:19,S001,ORD_50823,pending
RMA_0824,SKU_SPK_1008,26-02-2026 07:07,S001,ORD_50824,pending
RMA_0825,SKU_SPK_1009,17-01-2026 08:41,S001,ORD_50825,pending
RMA_0826,SKU_SPK_1010,16-02-2026 11:36,S001,ORD_50826,pending
RMA_0827,SKU_HEAD_1011,23-01-2026 08:08,S001,ORD_50827,pending
RMA_0828,SKU_HEAD_1012,20-03-2026 09:24,S001,ORD_50828,pending
RMA_0829,SKU_HEAD_1013,26-03-2026 01:24,S001,ORD_50829,pending
RMA_0830,SKU_HEAD_1014,14-01-2026 15:32,S001,ORD_50830,pending
RMA_0831,SKU_HEAD_1015,07-03-2026 19:01,S001,ORD_50831,pending
RMA_0832,SKU_CAM_1016,16-03-2026 06:18,S001,ORD_50832,pending
RMA_0833,SKU_CAM_1017,20-02-2026 01:45,S001,ORD_50833,pending
RMA_0834,SKU_CAM_1018,07-02-2026 00:19,S001,ORD_50834,pending
RMA_0835,SKU_CAM_1019,05-03-2026 18:41,S001,ORD_50835,pending
RMA_0836,SKU_CAM_1020,07-02-2026 03:40,S001,ORD_50836,pending
RMA_0837,SKU_PB_1021,19-02-2026 23:41,S001,ORD_50837,pending
RMA_0838,SKU_PB_1022,23-03-2026 21:28,S001,ORD_50838,pending
RMA_0839,SKU_PB_1023,30-01-2026 01:05,S001,ORD_50839,pending
RMA_0840,SKU_PB_1024,20-03-2026 13:16,S001,ORD_50840,pending
RMA_0841,SKU_PB_1025,01-04-2026 01:59,S001,ORD_50841,pending
RMA_0842,SKU_USB_1201,20-02-2026 14:24,S001,ORD_50842,pending
RMA_0843,SKU_USB_1202,04-03-2026 11:37,S001,ORD_50843,pending
RMA_0844,SKU_HDD_1203,21-02-2026 04:03,S001,ORD_50844,pending
RMA_0845,SKU_HDD_1204,07-02-2026 19:29,S001,ORD_50845,pending
RMA_0846,SKU_SSD_1205,07-04-2026 06:19,S001,ORD_50846,pending
RMA_0847,SKU_MON_1206,29-03-2026 23:02,S001,ORD_50847,pending
RMA_0848,SKU_MON_1207,20-03-2026 20:22,S001,ORD_50848,pending
RMA_0849,SKU_MON_1208,30-01-2026 09:50,S001,ORD_50849,pending
RMA_0850,SKU_MON_1209,20-02-2026 13:17,S001,ORD_50850,pending
RMA_0851,SKU_MON_1210,22-03-2026 13:25,S001,ORD_50851,pending
RMA_0852,SKU_KEY_1211,05-01-2026 04:55,S001,ORD_50852,pending
RMA_0853,SKU_KEY_1212,29-01-2026 17:35,S001,ORD_50853,pending
RMA_0854,SKU_KEY_1213,04-01-2026 23:07,S001,ORD_50854,pending
RMA_0855,SKU_KEY_1214,10-01-2026 13:16,S001,ORD_50855,pending
RMA_0856,SKU_KEY_1215,25-02-2026 01:30,S001,ORD_50856,pending
RMA_0857,SKU_MOU_1216,17-01-2026 11:36,S001,ORD_50857,pending
RMA_0858,SKU_MOU_1217,15-03-2026 21:44,S001,ORD_50858,pending
RMA_0859,SKU_PRN_1218,17-01-2026 23:56,S001,ORD_50859,pending
RMA_0860,SKU_AC_1219,25-03-2026 05:32,S001,ORD_50860,pending
RMA_0861,SKU_FRG_1220,29-03-2026 03:26,S001,ORD_50861,pending
RMA_0862,SKU_FRG_1316,10-03-2026 12:44,S001,ORD_50862,pending
RMA_0863,SKU_FRG_1317,03-02-2026 03:03,S001,ORD_50863,pending
RMA_0864,SKU_WM_1318,06-01-2026 21:21,S001,ORD_50864,pending
RMA_0865,SKU_WM_1319,22-02-2026 13:25,S001,ORD_50865,pending
RMA_0866,SKU_WM_1320,07-03-2026 15:31,S001,ORD_50866,pending
RMA_0867,SKU_AC_1311,18-03-2026 03:23,S001,ORD_50867,pending
RMA_0868,SKU_AC_1312,12-02-2026 23:45,S001,ORD_50868,pending
RMA_0869,SKU_AC_1313,16-03-2026 00:34,S001,ORD_50869,pending
RMA_0870,SKU_AC_1314,23-01-2026 12:36,S001,ORD_50870,pending
RMA_0871,SKU_AC_1315,24-02-2026 03:31,S001,ORD_50871,pending
RMA_0872,SKU_PRN_1306,21-03-2026 19:06,S001,ORD_50872,pending
RMA_0873,SKU_PRN_1307,05-04-2026 17:32,S001,ORD_50873,pending
RMA_0874,SKU_PRN_1308,16-03-2026 05:30,S001,ORD_50874,pending
RMA_0875,SKU_PRN_1309,16-01-2026 02:54,S001,ORD_50875,pending
RMA_0876,SKU_PRN_1310,08-01-2026 22:11,S001,ORD_50876,pending
RMA_0877,SKU_MOU_1301,04-01-2026 12:10,S001,ORD_50877,pending
RMA_0878,SKU_MOU_1302,04-01-2026 15:23,S001,ORD_50878,pending
RMA_0879,SKU_MOU_1303,25-02-2026 04:07,S001,ORD_50879,pending
RMA_0880,SKU_MOU_1304,25-01-2026 03:31,S001,ORD_50880,pending
RMA_0881,SKU_MOU_1305,08-03-2026 20:56,S001,ORD_50881,pending
RMA_0882,SKU_JEW_RING_151,06-04-2026 07:37,S001,ORD_50882,pending
RMA_0883,SKU_JEW_NECKLACE_152,08-03-2026 18:59,S001,ORD_50883,pending
RMA_0884,SKU_JEW_EARRING_153,27-01-2026 13:21,S001,ORD_50884,pending
RMA_0885,SKU_JEW_BRACELET_154,03-04-2026 06:33,S001,ORD_50885,pending
RMA_0886,SKU_JEW_ANKLET_155,01-02-2026 13:18,S001,ORD_50886,pending
RMA_0887,SKU_JEW_WATCH_156,19-02-2026 05:51,S001,ORD_50887,pending
RMA_0888,SKU_JEW_SUNGLASSES_157,02-03-2026 11:19,S001,ORD_50888,pending
RMA_0889,SKU_JEW_HANDBAG_158,20-02-2026 15:55,S001,ORD_50889,pending
RMA_0890,SKU_JEW_BELT_159,19-01-2026 16:13,S001,ORD_50890,pending
RMA_0891,SKU_JEW_WALLET_160,21-01-2026 12:32,S001,ORD_50891,pending
RMA_0892,SKU_JEW_HAT_161,05-01-2026 22:09,S001,ORD_50892,pending
RMA_0893,SKU_JEW_SCARF_162,23-03-2026 13:15,S001,ORD_50893,pending
RMA_0894,SKU_JEW_BROOCH_163,02-04-2026 06:03,S001,ORD_50894,pending
RMA_0895,SKU_JEW_CHAIN_164,11-02-2026 13:26,S001,ORD_50895,pending
RMA_0896,SKU_JEW_TOERING_165,02-03-2026 14:27,S001,ORD_50896,pending
RMA_0897,SKU_JEW_BACKPACK_166,22-01-2026 11:42,S001,ORD_50897,pending
RMA_0898,SKU_JEW_HAIRPIN_167,21-01-2026 16:15,S001,ORD_50898,pending
RMA_0899,SKU_JEW_CUFFLINK_168,11-03-2026 08:58,S001,ORD_50899,pending
RMA_0900,SKU_JEW_KEYCHAIN_169,01-01-2026 21:51,S001,ORD_50900,pending
RMA_0901,SKU_JEW_DUFFEL_170,05-01-2026 14:32,S001,ORD_50901,pending
RMA_0902,SKU_JEW_PENDANT_171,12-01-2026 11:47,S001,ORD_50902,pending
RMA_0903,SKU_JEW_LOCKET_172,31-03-2026 01:18,S001,ORD_50903,pending
RMA_0904,SKU_JEW_NOSEPIN_173,15-02-2026 04:20,S001,ORD_50904,pending
RMA_0905,SKU_JEW_BANGLES_174,03-02-2026 12:21,S001,ORD_50905,pending
RMA_0906,SKU_JEW_TIARA_175,18-02-2026 19:08,S001,ORD_50906,pending
RMA_0907,SKU_JEW_HAIRBAND_176,19-03-2026 22:08,S001,ORD_50907,pending
RMA_0908,SKU_JEW_HAIRCLIP_177,31-03-2026 07:08,S001,ORD_50908,pending
RMA_0909,SKU_JEW_CARDHOLDER_178,14-02-2026 13:26,S001,ORD_50909,pending
RMA_0910,SKU_JEW_LUGGAGETAG_179,27-01-2026 14:16,S001,ORD_50910,pending
RMA_0911,SKU_JEW_TRAVELWALLET_180,14-03-2026 10:43,S001,ORD_50911,pending
RMA_0912,SKU_JEW_LAPELPIN_181,26-01-2026 00:56,S001,ORD_50912,pending
RMA_0913,SKU_JEW_TIECLIP_182,16-02-2026 20:44,S001,ORD_50913,pending
RMA_0914,SKU_JEW_ARMLET_183,27-03-2026 02:07,S001,ORD_50914,pending
RMA_0915,SKU_JEW_WAISTCHAIN_184,25-02-2026 16:15,S001,ORD_50915,pending
RMA_0916,SKU_JEW_SCRUNCHIE_185,04-04-2026 18:17,S001,ORD_50916,pending
RMA_0917,SKU_JEW_POTLIBAG_186,04-03-2026 13:58,S001,ORD_50917,pending
RMA_0918,SKU_JEW_SUNGLASSCHAIN_187,17-02-2026 21:32,S001,ORD_50918,pending
RMA_0919,SKU_JEW_JEWELBOX_188,02-03-2026 22:00,S001,ORD_50919,pending
RMA_0920,SKU_JEW_WATCHSTRAP_189,22-03-2026 07:11,S001,ORD_50920,pending
RMA_0921,SKU_JEW_BEADBRACELET_190,26-01-2026 12:05,S001,ORD_50921,pending
RMA_0922,SKU_JEW_GEMRING_191,05-02-2026 19:40,S001,ORD_50922,pending
RMA_0923,SKU_JEW_JEWELROLL_192,01-01-2026 02:54,S001,ORD_50923,pending
RMA_0924,SKU_JEW_CHARMKEY_193,08-01-2026 04:04,S001,ORD_50924,pending
RMA_0925,SKU_JEW_BROOCHSET_194,21-02-2026 08:58,S001,ORD_50925,pending
RMA_0926,SKU_JEW_WAISTBELT_195,20-03-2026 05:15,S001,ORD_50926,pending
RMA_0927,SKU_JEW_SOCKS_196,16-02-2026 21:17,S001,ORD_50927,pending
RMA_0928,SKU_JEW_GLOVES_197,25-02-2026 01:48,S001,ORD_50928,pending
RMA_0929,SKU_JEW_UMBRELLA_198,27-03-2026 12:17,S001,ORD_50929,pending
RMA_0930,SKU_JEW_PHONECHARM_199,14-01-2026 04:00,S001,ORD_50930,pending
RMA_0931,SKU_BRACE_201,31-03-2026 07:18,S001,ORD_50931,pending
RMA_0932,SKU_BRACE_202,28-01-2026 22:53,S001,ORD_50932,pending
RMA_0933,SKU_BRACE_203,28-03-2026 00:07,S001,ORD_50933,pending
RMA_0934,SKU_BRACE_204,19-03-2026 19:02,S001,ORD_50934,pending
RMA_0935,SKU_BRACE_205,29-03-2026 11:57,S001,ORD_50935,pending
RMA_0936,SKU_WATCH_206,02-01-2026 22:24,S001,ORD_50936,pending
RMA_0937,SKU_WATCH_207,26-01-2026 10:57,S001,ORD_50937,pending
RMA_0938,SKU_WATCH_208,14-01-2026 06:04,S001,ORD_50938,pending
RMA_0939,SKU_WATCH_209,28-02-2026 14:54,S001,ORD_50939,pending
RMA_0940,SKU_WATCH_210,25-02-2026 21:39,S001,ORD_50940,pending
RMA_0941,SKU_BAG_211,07-01-2026 23:18,S001,ORD_50941,pending
RMA_0942,SKU_BAG_212,03-01-2026 10:17,S001,ORD_50942,pending
RMA_0943,SKU_BAG_213,23-01-2026 21:49,S001,ORD_50943,pending
RMA_0944,SKU_BAG_214,18-01-2026 15:52,S001,ORD_50944,pending
RMA_0945,SKU_BAG_215,07-02-2026 02:30,S001,ORD_50945,pending
RMA_0946,SKU_WAL_216,15-01-2026 19:32,S001,ORD_50946,pending
RMA_0947,SKU_WAL_217,05-03-2026 13:46,S001,ORD_50947,pending
RMA_0948,SKU_WAL_218,30-03-2026 02:17,S001,ORD_50948,pending
RMA_0949,SKU_WAL_219,28-01-2026 00:56,S001,ORD_50949,pending
RMA_0950,SKU_WAL_220,15-03-2026 20:38,S001,ORD_50950,pending
RMA_0951,SKU_RING_101,08-02-2026 14:15,S001,ORD_50951,pending
RMA_0952,SKU_RING_102,26-02-2026 00:15,S001,ORD_50952,pending
RMA_0953,SKU_RING_103,17-01-2026 16:46,S001,ORD_50953,pending
RMA_0954,SKU_RING_104,27-03-2026 01:37,S001,ORD_50954,pending
RMA_0955,SKU_RING_105,31-03-2026 19:40,S001,ORD_50955,pending
RMA_0956,SKU_NECK_106,13-02-2026 05:06,S001,ORD_50956,pending
RMA_0957,SKU_NECK_107,25-01-2026 07:13,S001,ORD_50957,pending
RMA_0958,SKU_NECK_108,17-01-2026 15:42,S001,ORD_50958,pending
RMA_0959,SKU_NECK_109,13-01-2026 18:52,S001,ORD_50959,pending
RMA_0960,SKU_NECK_110,25-03-2026 00:47,S001,ORD_50960,pending
RMA_0961,SKU_EAR_111,25-01-2026 02:24,S001,ORD_50961,pending
RMA_0962,SKU_EAR_112,09-03-2026 02:31,S001,ORD_50962,pending
RMA_0963,SKU_EAR_113,10-01-2026 04:37,S001,ORD_50963,pending
RMA_0964,SKU_EAR_114,08-03-2026 11:21,S001,ORD_50964,pending
RMA_0965,SKU_EAR_115,18-01-2026 11:58,S001,ORD_50965,pending
RMA_0966,SKU_ANK_301,27-03-2026 19:15,S001,ORD_50966,pending
RMA_0967,SKU_ANK_302,03-02-2026 12:51,S001,ORD_50967,pending
RMA_0968,SKU_ANK_303,08-01-2026 19:28,S001,ORD_50968,pending
RMA_0969,SKU_ANK_304,09-02-2026 08:15,S001,ORD_50969,pending
RMA_0970,SKU_ANK_305,24-03-2026 06:11,S001,ORD_50970,pending
RMA_0971,SKU_HAIR_306,11-02-2026 03:16,S001,ORD_50971,pending
RMA_0972,SKU_HAIR_307,10-02-2026 18:36,S001,ORD_50972,pending
RMA_0973,SKU_HAIR_308,06-01-2026 21:26,S001,ORD_50973,pending
RMA_0974,SKU_HAIR_309,21-02-2026 18:24,S001,ORD_50974,pending
RMA_0975,SKU_HAIR_310,26-01-2026 05:12,S001,ORD_50975,pending
RMA_0976,SKU_SUN_311,05-03-2026 12:07,S001,ORD_50976,pending
RMA_0977,SKU_SUN_312,28-02-2026 10:55,S001,ORD_50977,pending
RMA_0978,SKU_SUN_313,25-02-2026 12:04,S001,ORD_50978,pending
RMA_0979,SKU_SUN_314,28-02-2026 12:11,S001,ORD_50979,pending
RMA_0980,SKU_SUN_315,11-03-2026 21:40,S001,ORD_50980,pending
RMA_0981,SKU_PHA_PARACETAMOL_001,02-02-2026 19:02,S001,ORD_50981,pending
RMA_0982,SKU_PHA_IBUPROFEN_002,22-02-2026 14:34,S001,ORD_50982,pending
RMA_0983,SKU_PHA_ANTACID_003,22-01-2026 20:32,S001,ORD_50983,pending
RMA_0984,SKU_PHA_COUGH_004,21-01-2026 12:56,S001,ORD_50984,pending
RMA_0985,SKU_PHA_VITC_005,11-03-2026 21:21,S001,ORD_50985,pending
RMA_0986,SKU_PHA_MULTIVIT_006,11-03-2026 10:49,S001,ORD_50986,pending
RMA_0987,SKU_PHA_BANDAGE_007,04-01-2026 18:55,S001,ORD_50987,pending
RMA_0988,SKU_PHA_SANITIZER_008,04-04-2026 07:43,S001,ORD_50988,pending
RMA_0989,SKU_PHA_THERMOMETER_009,16-03-2026 19:08,S001,ORD_50989,pending
RMA_0990,SKU_PHA_GLUCOSE_010,03-03-2026 07:40,S001,ORD_50990,pending
RMA_0991,SKU_PHA_B12_011,03-03-2026 09:17,S001,ORD_50991,pending
RMA_0992,SKU_PHA_DIGENE_012,04-04-2026 15:49,S001,ORD_50992,pending
RMA_0993,SKU_PHA_VITD_013,05-04-2026 18:28,S001,ORD_50993,pending
RMA_0994,SKU_PHA_GASRELIEF_014,24-01-2026 22:38,S001,ORD_50994,pending
RMA_0995,SKU_PHA_ANTIFUNGAL_015,24-02-2026 10:26,S001,ORD_50995,pending
RMA_0996,SKU_PHA_ANTIBIOTIC_016,09-01-2026 12:35,S001,ORD_50996,pending
RMA_0997,SKU_PHA_ALLERGY_017,03-01-2026 08:44,S001,ORD_50997,pending
RMA_0998,SKU_PHA_BETADINE_018,31-01-2026 19:16,S001,ORD_50998,pending
RMA_0999,SKU_PHA_INSULIN_019,09-02-2026 23:55,S001,ORD_50999,pending
RMA_1000,SKU_PHA_VITAMINC_020,05-02-2026 18:33,S001,ORD_51000,pending
RMA_1001,SKU_PHA_CALCIUM_021,24-01-2026 15:45,S001,ORD_51001,pending
RMA_1002,SKU_PHA_IRON_022,05-04-2026 06:02,S001,ORD_51002,pending
RMA_1003,SKU_PHA_ZINC_023,06-01-2026 18:04,S001,ORD_51003,pending
RMA_1004,SKU_PHA_ORAL_024,07-03-2026 11:13,S001,ORD_51004,pending
RMA_1005,SKU_PHA_LOZENGE_025,25-03-2026 14:02,S001,ORD_51005,pending
RMA_1006,SKU_PHA_ELECTROLYTE_026,02-04-2026 22:22,S001,ORD_51006,pending
RMA_1007,SKU_PHA_INHALER_027,16-03-2026 13:38,S001,ORD_51007,pending
RMA_1008,SKU_PHA_OINTMENT_028,04-01-2026 10:29,S001,ORD_51008,pending
RMA_1009,SKU_PHA_GLUCOMETER_029,20-03-2026 09:49,S001,ORD_51009,pending
RMA_1010,SKU_PHA_BP_030,06-01-2026 10:44,S001,ORD_51010,pending
RMA_1011,SKU_PHA_PAINSPRAY_031,04-04-2026 05:22,S001,ORD_51011,pending
RMA_1012,SKU_PHA_COOLGEL_032,20-02-2026 01:26,S001,ORD_51012,pending
RMA_1013,SKU_PHA_COLDTAB_033,03-03-2026 10:53,S001,ORD_51013,pending
RMA_1014,SKU_PHA_DIGESTIVE_034,26-02-2026 18:09,S001,ORD_51014,pending
RMA_1015,SKU_PHA_PROBIOTIC_035,07-03-2026 05:24,S001,ORD_51015,pending
RMA_1016,SKU_PHA_CALAMINE_036,20-03-2026 13:12,S001,ORD_51016,pending
RMA_1017,SKU_PHA_LIVER_037,16-03-2026 19:15,S001,ORD_51017,pending
RMA_1018,SKU_PHA_STEAM_038,08-01-2026 05:40,S001,ORD_51018,pending
RMA_1019,SKU_PHA_MASK_039,26-01-2026 16:33,S001,ORD_51019,pending
RMA_1020,SKU_PHA_VAPORUB_040,20-02-2026 09:54,S001,ORD_51020,pending
RMA_1021,SKU_PHA_PROTEIN_041,14-02-2026 00:36,S001,ORD_51021,pending
RMA_1022,SKU_PHA_VITAMINK2_042,13-02-2026 02:21,S001,ORD_51022,pending
RMA_1023,SKU_PHA_MAGNESIUM_043,05-01-2026 07:16,S001,ORD_51023,pending
RMA_1024,SKU_PHA_PROTEINBAR_044,11-03-2026 07:22,S001,ORD_51024,pending
RMA_1025,SKU_PHA_COLLAGEN_045,26-01-2026 19:53,S001,ORD_51025,pending
RMA_1026,SKU_PHA_BANDAGEKIT_046,09-03-2026 21:35,S001,ORD_51026,pending
RMA_1027,SKU_PHA_HEATINGPAD_047,19-01-2026 14:48,S001,ORD_51027,pending
RMA_1028,SKU_PHA_PULSE_048,25-03-2026 23:08,S001,ORD_51028,pending
RMA_1029,SKU_PHA_MASSAGER_049,07-04-2026 06:51,S001,ORD_51029,pending
RMA_1030,SKU_PHA_STRETCH_050,20-01-2026 10:01,S001,ORD_51030,pending
RMA_1031,SKU_PHA_PARACETAMOL_101,12-01-2026 06:31,S001,ORD_51031,pending
RMA_1032,SKU_PHA_ASPIRIN_102,16-02-2026 03:55,S001,ORD_51032,pending
RMA_1033,SKU_PHA_CETIRIZINE_103,01-01-2026 11:49,S001,ORD_51033,pending
RMA_1034,SKU_PHA_PANTOP_104,31-03-2026 05:52,S001,ORD_51034,pending
RMA_1035,SKU_PHA_METFORMIN_105,14-01-2026 13:58,S001,ORD_51035,pending
RMA_1036,SKU_PHA_OMEGA_106,05-03-2026 11:21,S001,ORD_51036,pending
RMA_1037,SKU_PHA_BIOTIN_107,07-02-2026 10:42,S001,ORD_51037,pending
RMA_1038,SKU_PHA_ASHWAGANDHA_108,06-02-2026 18:12,S001,ORD_51038,pending
RMA_1039,SKU_PHA_GINSENG_109,11-01-2026 20:07,S001,ORD_51039,pending
RMA_1040,SKU_PHA_CURCUMIN_110,18-03-2026 04:58,S001,ORD_51040,pending
RMA_1041,SKU_PHA_WEIGHT_111,03-01-2026 13:00,S001,ORD_51041,pending
RMA_1042,SKU_PHA_NEBULIZER_112,02-02-2026 20:16,S001,ORD_51042,pending
RMA_1043,SKU_PHA_FITNESS_113,06-01-2026 23:11,S001,ORD_51043,pending
RMA_1044,SKU_PHA_MASSAGER_114,19-02-2026 15:03,S001,ORD_51044,pending
RMA_1045,SKU_PHA_HEART_115,10-01-2026 12:52,S001,ORD_51045,pending
RMA_1046,SKU_PHA_ORAL_REHYD_301,05-01-2026 21:12,S001,ORD_51046,pending
RMA_1047,SKU_PHA_PROBIOTIC_302,23-01-2026 21:30,S001,ORD_51047,pending
RMA_1048,SKU_PHA_ANTACID_303,10-01-2026 19:40,S001,ORD_51048,pending
RMA_1049,SKU_PHA_COUGHLOZ_304,13-02-2026 21:58,S001,ORD_51049,pending
RMA_1050,SKU_PHA_INSULIN_305,02-01-2026 03:06,S001,ORD_51050,pending
RMA_1051,SKU_PHA_BP_MONITOR_306,13-01-2026 10:22,S001,ORD_51051,pending
RMA_1052,SKU_PHA_GLUCO_307,09-02-2026 16:23,S001,ORD_51052,pending
RMA_1053,SKU_PHA_PULSE_308,02-01-2026 06:04,S001,ORD_51053,pending
RMA_1054,SKU_PHA_PROTEIN_309,25-03-2026 13:04,S001,ORD_51054,pending
RMA_1055,SKU_PHA_ELECTROLYTE_310,06-03-2026 10:16,S001,ORD_51055,pending
RMA_1056,SKU_LIP_301,04-03-2026 21:29,S001,ORD_51056,pending
RMA_1057,SKU_LIP_302,14-03-2026 08:08,S001,ORD_51057,pending
RMA_1058,SKU_LIP_303,17-01-2026 22:05,S001,ORD_51058,pending
RMA_1059,SKU_LIP_304,09-01-2026 12:24,S001,ORD_51059,pending
RMA_1060,SKU_LIP_305,16-03-2026 22:18,S001,ORD_51060,pending
RMA_1061,SKU_TAB_401,15-01-2026 17:15,S001,ORD_51061,pending
RMA_1062,SKU_TAB_402,24-01-2026 10:20,S001,ORD_51062,pending
RMA_1063,SKU_TAB_403,07-02-2026 14:01,S001,ORD_51063,pending
RMA_1064,SKU_TAB_404,04-02-2026 21:09,S001,ORD_51064,pending
RMA_1065,SKU_MOU_401,04-04-2026 18:15,S001,ORD_51065,pending
RMA_1066,SKU_MOU_402,05-04-2026 00:36,S001,ORD_51066,pending
RMA_1067,SKU_MOU_403,18-02-2026 03:14,S001,ORD_51067,pending
RMA_1068,SKU_SERUM_401,10-03-2026 13:12,S001,ORD_51068,pending
RMA_1069,SKU_SERUM_402,03-03-2026 13:12,S001,ORD_51069,pending
RMA_1070,SKU_SERUM_403,01-03-2026 02:31,S001,ORD_51070,pending
RMA_1071,SKU_SERUM_404,19-02-2026 16:44,S001,ORD_51071,pending
RMA_1072,SKU_SERUM_405,19-03-2026 02:46,S001,ORD_51072,pending
RMA_1073,SKU_MOIST_406,16-03-2026 15:45,S001,ORD_51073,pending
RMA_1074,SKU_MOIST_407,09-01-2026 13:07,S001,ORD_51074,pending
RMA_1075,SKU_MOIST_408,03-02-2026 19:42,S001,ORD_51075,pending
RMA_1076,SKU_MOIST_409,17-03-2026 12:17,S001,ORD_51076,pending
RMA_1077,SKU_MOIST_410,04-02-2026 14:55,S001,ORD_51077,pending
RMA_1078,SKU_WATCH_411,01-01-2026 13:35,S001,ORD_51078,pending
RMA_1079,SKU_WATCH_412,09-02-2026 23:25,S001,ORD_51079,pending
RMA_1080,SKU_WATCH_413,05-03-2026 18:09,S001,ORD_51080,pending
RMA_1081,SKU_WATCH_414,22-01-2026 05:30,S001,ORD_51081,pending
RMA_1082,SKU_WATCH_415,01-03-2026 09:32,S001,ORD_51082,pending
RMA_1083,SKU_BAG_416,05-03-2026 14:28,S001,ORD_51083,pending
RMA_1084,SKU_BAG_417,03-04-2026 20:04,S001,ORD_51084,pending
RMA_1085,SKU_BAG_418,13-03-2026 21:12,S001,ORD_51085,pending
RMA_1086,SKU_BAG_419,11-01-2026 19:00,S001,ORD_51086,pending
RMA_1087,SKU_BAG_420,14-01-2026 05:22,S001,ORD_51087,pending
RMA_1088,SKU_TAB_421,01-03-2026 22:39,S001,ORD_51088,pending
RMA_1089,SKU_TAB_422,30-01-2026 09:02,S001,ORD_51089,pending
RMA_1090,SKU_TAB_423,04-02-2026 06:02,S001,ORD_51090,pending
RMA_1091,SKU_TAB_424,26-03-2026 21:06,S001,ORD_51091,pending
RMA_1092,SKU_TAB_425,06-02-2026 16:35,S001,ORD_51092,pending
RMA_1093,SKU_MIN_SERUM_501,05-01-2026 17:34,S001,ORD_51093,pending
RMA_1094,SKU_MIN_SERUM_502,24-03-2026 16:14,S001,ORD_51094,pending
