sku_id,view_count,addtocart_count,wishlist_count,timestamp,sourcepage
SKU_000005,20,0,1,04/04/2026,product
SKU_000006,10,1,0,04/04/2026,home
SKU_000007,21,1,1,04/04/2026,recommendation
SKU_000008,25,1,1,04/04/2026,search
SKU_000009,11,0,0,04/04/2026,search
SKU_000010,23,1,0,04/04/2026,recommendation
SKU_000011,14,0,0,04/04/2026,search
SKU_000012,14,0,2,04/04/2026,search
SKU_000013,44,2,1,04/04/2026,search
SKU_000014,10,0,0,04/04/2026,category
SKU_000015,22,0,1,04/04/2026,category
SKU_000016,27,3,0,04/04/2026,home
SKU_000017,52,2,2,04/04/2026,recommendation
SKU_000018,92,9,5,04/04/2026,category
SKU_000019,14,0,1,04/04/2026,product
SKU_000020,21,1,2,04/04/2026,search
SKU_000021,7,0,0,04/04/2026,recommendation
SKU_000022,44,4,1,04/04/2026,search
SKU_000023,21,1,2,04/04/2026,search
SKU_000024,63,4,1,04/04/2026,product
SKU_000025,59,3,3,04/04/2026,category
SKU_000026,19,2,2,04/04/2026,home
SKU_000027,29,0,1,04/04/2026,recommendation
SKU_000028,15,0,0,04/04/2026,search
SKU_000029,40,0,1,04/04/2026,recommendation
SKU_000030,14,0,1,04/04/2026,search
SKU_000031,15,1,0,04/04/2026,home
SKU_000032,44,3,0,04/04/2026,recommendation
SKU_000033,7,1,0,04/04/2026,home
SKU_000034,22,0,2,04/04/2026,home
SKU_000035,45,6,6,04/04/2026,product
SKU_000036,7,0,0,04/04/2026,category
SKU_000037,39,1,0,04/04/2026,search
SKU_000038,29,1,0,04/04/2026,product
SKU_000039,14,1,0,04/04/2026,product
SKU_000040,27,6,1,04/04/2026,search
SKU_000041,23,0,0,04/04/2026,search
SKU_000042,14,1,0,04/04/2026,recommendation
SKU_000043,57,4,3,04/04/2026,home
SKU_000044,45,2,1,04/04/2026,home
SKU_000045,71,5,4,04/04/2026,home
SKU_000046,12,0,0,04/04/2026,category
SKU_000047,25,1,0,04/04/2026,recommendation
SKU_000048,21,2,0,04/04/2026,product
SKU_000049,28,2,0,04/04/2026,home
SKU_000050,48,0,0,04/04/2026,category
SKU_000051,54,4,6,04/04/2026,home
SKU_000052,53,6,1,04/04/2026,search
SKU_000053,62,6,0,04/04/2026,category
SKU_000054,13,0,0,04/04/2026,recommendation
SKU_000055,7,0,1,04/04/2026,recommendation
SKU_000056,34,0,0,04/04/2026,search
SKU_000057,74,4,4,04/04/2026,category
SKU_000058,57,3,2,04/04/2026,search
SKU_000059,44,0,1,04/04/2026,home
SKU_000060,46,3,1,04/04/2026,recommendation
SKU_000061,32,1,1,04/04/2026,recommendation
SKU_000062,33,1,0,04/04/2026,recommendation
SKU_000063,22,1,1,04/04/2026,search
SKU_000064,39,1,2,04/04/2026,home
SKU_000065,23,1,1,04/04/2026,category
SKU_000066,68,4,3,04/04/2026,product
SKU_000067,19,0,1,04/04/2026,category
SKU_000068,29,2,1,04/04/2026,category
SKU_000069,10,1,0,04/04/2026,search
SKU_000070,46,1,0,04/04/2026,search
SKU_000071,35,2,0,04/04/2026,home
SKU_000072,19,1,0,04/04/2026,search
SKU_000073,23,1,0,04/04/2026,product
SKU_000074,40,4,0,04/04/2026,category
SKU_000075,27,1,0,04/04/2026,product
SKU_000076,46,2,0,04/04/2026,category
SKU_000077,20,0,1,04/04/2026,search
SKU_000078,12,0,1,04/04/2026,product
SKU_000079,15,1,1,04/04/2026,product
SKU_000080,92,1,3,04/04/2026,recommendation
SKU_000081,6,1,0,04/04/2026,search
SKU_000082,25,1,0,04/04/2026,recommendation
SKU_000083,38,3,3,04/04/2026,category
SKU_000084,78,8,6,04/04/2026,category
SKU_000085,36,3,2,04/04/2026,recommendation
SKU_000086,15,2,0,04/04/2026,product
SKU_000087,19,5,2,04/04/2026,product
SKU_000088,29,2,0,04/04/2026,category
SKU_000089,56,1,3,04/04/2026,search
SKU_000090,19,0,1,04/04/2026,home
SKU_000091,20,0,1,04/04/2026,search
SKU_000092,67,7,2,04/04/2026,recommendation
SKU_000093,52,2,1,04/04/2026,product
SKU_000094,39,3,0,04/04/2026,product
SKU_000095,50,2,3,04/04/2026,home
SKU_000096,81,5,3,04/04/2026,recommendation
SKU_000097,36,1,1,04/04/2026,search
SKU_000098,29,2,2,04/04/2026,search
SKU_000099,51,0,3,04/04/2026,category
SKU_000100,48,0,1,04/04/2026,category
SKU_000101,50,3,2,04/04/2026,search
SKU_000102,21,1,0,04/04/2026,category
SKU_000103,35,2,0,04/04/2026,home
SKU_000104,12,0,0,04/04/2026,category
SKU_000105,26,1,1,04/04/2026,search
SKU_000106,18,0,0,04/04/2026,home
SKU_000107,33,0,0,04/04/2026,home
SKU_000108,51,7,1,04/04/2026,product
SKU_000109,13,0,0,04/04/2026,category
SKU_000110,42,0,0,04/04/2026,home
SKU_000111,26,3,0,04/04/2026,product
SKU_000112,24,3,1,04/04/2026,category
SKU_000113,30,0,0,04/04/2026,product
SKU_000114,47,3,1,04/04/2026,search
SKU_000115,16,0,0,04/04/2026,recommendation
SKU_000116,20,1,1,04/04/2026,home
SKU_000117,10,1,0,04/04/2026,product
SKU_000118,33,0,0,04/04/2026,product
SKU_000119,20,2,0,04/04/2026,product
SKU_000120,30,1,0,04/04/2026,category
SKU_000121,33,0,1,04/04/2026,search
SKU_000122,50,0,1,04/04/2026,search
SKU_000123,114,4,3,04/04/2026,search
SKU_000124,8,1,0,04/04/2026,recommendation
SKU_000125,22,2,2,04/04/2026,recommendation
SKU_000126,14,0,0,04/04/2026,home
SKU_000127,19,1,1,04/04/2026,search
SKU_000128,22,1,0,04/04/2026,search
SKU_000129,25,2,1,04/04/2026,recommendation
SKU_000130,12,0,1,04/04/2026,home
SKU_000131,22,1,1,04/04/2026,product
SKU_000132,23,0,0,04/04/2026,home
SKU_000133,36,0,0,04/04/2026,search
SKU_000134,23,1,1,04/04/2026,home
SKU_000135,77,4,5,04/04/2026,search
SKU_000136,119,14,2,04/04/2026,recommendation
SKU_000137,61,6,1,04/04/2026,search
SKU_000138,18,0,0,04/04/2026,recommendation
SKU_000139,57,2,5,04/04/2026,home
SKU_000140,18,0,0,04/04/2026,search
SKU_000141,4,0,0,04/04/2026,search
SKU_000142,3,1,0,04/04/2026,category
SKU_000143,28,0,1,04/04/2026,home
SKU_000144,22,0,0,04/04/2026,search
SKU_000145,29,1,0,04/04/2026,home
SKU_000146,45,1,0,04/04/2026,product
SKU_000147,10,0,0,04/04/2026,recommendation
SKU_000148,24,2,0,04/04/2026,recommendation
SKU_000149,28,0,1,04/04/2026,product
SKU_000150,21,2,0,04/04/2026,home
SKU_000151,70,4,4,04/04/2026,category
SKU_000152,63,3,1,04/04/2026,recommendation
SKU_000153,27,2,1,04/04/2026,home
SKU_000154,13,0,0,04/04/2026,home
SKU_000155,15,0,1,04/04/2026,home
SKU_000156,19,0,0,04/04/2026,product
SKU_000157,47,4,1,04/04/2026,search
SKU_000158,11,0,0,04/04/2026,category
SKU_000159,11,0,1,04/04/2026,search
SKU_000160,10,0,0,04/04/2026,product
SKU_000161,58,2,1,04/04/2026,recommendation
SKU_000162,40,4,0,04/04/2026,search
SKU_000163,64,5,2,04/04/2026,home
SKU_000164,28,0,0,04/04/2026,category
SKU_000165,12,1,0,04/04/2026,search
SKU_000166,13,0,0,04/04/2026,category
SKU_000167,42,3,3,04/04/2026,recommendation
SKU_000168,17,1,0,04/04/2026,category
SKU_000169,25,0,0,04/04/2026,category
SKU_000170,67,4,2,04/04/2026,category
SKU_000171,52,2,1,04/04/2026,recommendation
SKU_000172,5,0,0,04/04/2026,product
SKU_000173,29,0,2,04/04/2026,home
SKU_000174,31,3,0,04/04/2026,home
SKU_000175,25,1,0,04/04/2026,product
SKU_000176,19,3,3,04/04/2026,home
SKU_000177,24,1,0,04/04/2026,search
SKU_000178,81,6,3,04/04/2026,product
SKU_000179,37,4,2,04/04/2026,search
SKU_000180,16,0,0,04/04/2026,recommendation
SKU_000181,41,1,2,04/04/2026,home
SKU_000182,23,2,2,04/04/2026,home
SKU_000183,26,4,2,04/04/2026,recommendation
SKU_000184,20,1,1,04/04/2026,category
SKU_000185,38,4,1,04/04/2026,product
SKU_000186,38,0,0,04/04/2026,recommendation
SKU_000187,43,5,0,04/04/2026,product
SKU_000188,31,2,3,04/04/2026,recommendation
SKU_000189,30,2,0,04/04/2026,category
SKU_000190,17,0,1,04/04/2026,recommendation
SKU_000191,20,1,1,04/04/2026,product
SKU_000192,80,7,3,04/04/2026,home
SKU_000193,61,2,2,04/04/2026,search
SKU_000194,18,1,0,04/04/2026,home
SKU_000195,30,4,2,04/04/2026,home
SKU_000196,30,2,0,04/04/2026,search
SKU_000197,38,2,0,04/04/2026,product
SKU_000198,10,0,1,04/04/2026,recommendation
SKU_000199,31,1,1,04/04/2026,category
SKU_000200,50,0,1,04/04/2026,home
SKU_000201,14,2,0,04/04/2026,home
SKU_000202,40,1,3,04/04/2026,home
SKU_000203,33,3,0,04/04/2026,recommendation
SKU_000204,41,3,1,04/04/2026,home
SKU_000205,58,4,0,04/04/2026,recommendation
SKU_000206,55,1,2,04/04/2026,category
SKU_000207,21,0,0,04/04/2026,category
SKU_000208,47,3,0,04/04/2026,product
SKU_000209,77,4,1,04/04/2026,category
SKU_000210,101,2,9,04/04/2026,recommendation
SKU_000211,9,0,0,04/04/2026,search
SKU_000212,49,0,1,04/04/2026,recommendation
SKU_000213,50,4,1,04/04/2026,product
SKU_000214,20,0,0,04/04/2026,recommendation
SKU_000215,12,1,0,04/04/2026,category
SKU_000216,55,0,0,04/04/2026,product
SKU_000217,40,1,1,04/04/2026,search
SKU_000218,12,1,1,04/04/2026,search
SKU_000219,62,7,1,04/04/2026,search
SKU_000220,57,2,2,04/04/2026,home
SKU_000221,56,1,3,04/04/2026,category
SKU_000222,18,0,0,04/04/2026,search
SKU_000223,16,0,2,04/04/2026,recommendation
SKU_000224,17,0,0,04/04/2026,category
SKU_000225,39,2,3,04/04/2026,recommendation
SKU_000226,49,1,2,04/04/2026,recommendation
SKU_000227,48,2,2,04/04/2026,product
SKU_000228,2,0,0,04/04/2026,recommendation
SKU_000229,5,0,0,04/04/2026,search
SKU_000230,55,3,4,04/04/2026,search
SKU_000231,52,3,0,04/04/2026,search
SKU_000232,16,1,2,04/04/2026,category
SKU_000233,34,0,1,04/04/2026,home
SKU_000234,17,0,0,04/04/2026,product
SKU_000235,25,0,1,04/04/2026,recommendation
SKU_000236,74,3,5,04/04/2026,search
SKU_000237,25,2,0,04/04/2026,recommendation
SKU_000238,22,0,3,04/04/2026,recommendation
SKU_000239,26,1,0,04/04/2026,search
SKU_000240,69,2,2,04/04/2026,recommendation
SKU_000241,10,0,0,04/04/2026,search
SKU_000242,30,2,1,04/04/2026,product
SKU_000243,23,0,0,04/04/2026,category
SKU_000244,18,0,0,04/04/2026,category
SKU_000245,25,1,1,04/04/2026,home
SKU_000246,24,0,1,04/04/2026,search
SKU_000247,22,0,0,04/04/2026,search
SKU_000248,10,0,0,04/04/2026,search
SKU_000249,6,0,1,04/04/2026,home
SKU_000250,32,1,1,04/04/2026,category
SKU_000251,19,3,0,04/04/2026,product
SKU_000252,23,0,1,04/04/2026,recommendation
SKU_000253,33,3,1,04/04/2026,category
SKU_000254,24,2,0,04/04/2026,recommendation
SKU_000255,28,1,2,04/04/2026,product
SKU_000256,33,2,1,04/04/2026,category
SKU_000257,55,0,0,04/04/2026,recommendation
SKU_000258,47,0,3,04/04/2026,recommendation
SKU_000259,47,2,0,04/04/2026,product
SKU_000260,8,0,0,04/04/2026,category
SKU_000261,63,6,2,04/04/2026,home
SKU_000262,14,1,0,04/04/2026,home
SKU_000263,13,0,0,04/04/2026,search
SKU_000264,14,0,0,04/04/2026,recommendation
SKU_000265,42,2,1,04/04/2026,search
SKU_000266,61,3,4,04/04/2026,category
SKU_000267,42,0,1,04/04/2026,recommendation
SKU_000268,54,5,0,04/04/2026,category
SKU_000269,15,0,0,04/04/2026,home
SKU_000270,22,0,0,04/04/2026,recommendation
SKU_000271,36,4,1,04/04/2026,recommendation
SKU_000272,59,3,4,04/04/2026,category
SKU_000273,37,0,0,04/04/2026,search
SKU_000274,66,4,3,04/04/2026,home
SKU_000275,8,0,0,04/04/2026,search
SKU_000276,30,0,1,04/04/2026,recommendation
SKU_000277,2,0,0,04/04/2026,category
SKU_000278,18,1,0,04/04/2026,category
SKU_000279,46,1,3,04/04/2026,recommendation
SKU_000280,54,1,3,04/04/2026,product
SKU_000281,17,2,1,04/04/2026,recommendation
SKU_000282,19,0,0,04/04/2026,category
SKU_000283,6,0,0,04/04/2026,home
SKU_000284,11,1,3,04/04/2026,search
SKU_000285,18,1,0,04/04/2026,search
SKU_000286,21,2,1,04/04/2026,home
SKU_000287,21,2,0,04/04/2026,home
SKU_000288,54,2,0,04/04/2026,category
SKU_000289,9,0,1,04/04/2026,search
SKU_000290,34,1,1,04/04/2026,product
SKU_000291,49,1,0,04/04/2026,recommendation
SKU_000292,19,0,0,04/04/2026,recommendation
SKU_000293,75,3,1,04/04/2026,search
SKU_000294,48,2,1,04/04/2026,home
SKU_000295,6,0,0,04/04/2026,home
SKU_000296,41,2,0,04/04/2026,category
SKU_000297,38,2,2,04/04/2026,home
SKU_000298,6,0,0,04/04/2026,category
SKU_000299,21,1,2,04/04/2026,search
SKU_000300,29,1,2,04/04/2026,home
SKU_000301,41,3,0,04/04/2026,search
SKU_000302,67,3,1,04/04/2026,home
SKU_000303,51,1,1,04/04/2026,home
SKU_000304,20,0,0,04/04/2026,recommendation
SKU_000305,32,2,1,04/04/2026,product
SKU_000306,28,2,0,04/04/2026,search
SKU_000307,7,0,0,04/04/2026,home
SKU_000308,17,1,1,04/04/2026,product
SKU_000309,38,0,0,04/04/2026,search
SKU_000310,54,5,1,04/04/2026,category
SKU_000311,16,0,0,04/04/2026,category
SKU_000312,16,0,0,04/04/2026,product
SKU_000313,10,0,0,04/04/2026,home
SKU_000314,16,0,0,04/04/2026,recommendation
SKU_000315,23,0,1,04/04/2026,category
SKU_000316,31,1,0,04/04/2026,product
SKU_000317,12,0,0,04/04/2026,home
SKU_000318,28,0,0,04/04/2026,category
SKU_000319,102,7,0,04/04/2026,search
SKU_000320,11,0,0,04/04/2026,category
SKU_000321,15,2,1,04/04/2026,search
SKU_000322,30,2,1,04/04/2026,search
SKU_000323,26,1,1,04/04/2026,category
SKU_000324,30,1,0,04/04/2026,category
SKU_000325,50,7,3,04/04/2026,search
SKU_000326,28,3,0,04/04/2026,search
SKU_000327,18,0,1,04/04/2026,home
SKU_000328,14,0,0,04/04/2026,home
SKU_000329,43,1,1,04/04/2026,home
SKU_000330,56,2,1,04/04/2026,search
SKU_000331,9,0,0,04/04/2026,home
SKU_000332,90,3,2,04/04/2026,search
SKU_000333,40,2,4,04/04/2026,search
SKU_000334,33,1,1,04/04/2026,recommendation
SKU_000335,10,0,0,04/04/2026,product
SKU_000336,5,0,0,04/04/2026,search
SKU_000337,57,3,2,04/04/2026,product
SKU_000338,90,1,1,04/04/2026,home
SKU_000339,21,1,0,04/04/2026,home
SKU_000340,13,0,0,04/04/2026,recommendation
SKU_000341,53,1,3,04/04/2026,search
SKU_000342,50,3,0,04/04/2026,search
SKU_000343,17,0,0,04/04/2026,home
SKU_000344,25,0,0,04/04/2026,recommendation
SKU_000345,5,0,0,04/04/2026,search
SKU_000346,20,0,1,04/04/2026,recommendation
SKU_000347,50,4,4,04/04/2026,search
SKU_000348,44,0,3,04/04/2026,recommendation
SKU_000349,20,0,1,04/04/2026,product
SKU_000350,7,0,0,04/04/2026,recommendation
SKU_000351,33,1,1,04/04/2026,category
SKU_000352,35,0,3,04/04/2026,search
SKU_000353,22,0,0,04/04/2026,product
SKU_000354,45,5,1,04/04/2026,home
SKU_000355,8,1,0,04/04/2026,home
SKU_000356,28,2,1,04/04/2026,recommendation
SKU_000357,29,4,1,04/04/2026,category
SKU_000358,15,0,2,04/04/2026,recommendation
SKU_000359,9,1,1,04/04/2026,category
SKU_000360,9,1,2,04/04/2026,recommendation
SKU_000361,3,0,0,04/04/2026,category
SKU_000362,39,2,1,04/04/2026,recommendation
SKU_000363,5,1,1,04/04/2026,home
SKU_000364,27,1,0,04/04/2026,home
SKU_000365,45,4,3,04/04/2026,product
SKU_000366,34,0,0,04/04/2026,recommendation
SKU_000367,10,0,0,04/04/2026,category
SKU_000368,19,4,2,04/04/2026,recommendation
SKU_000369,51,3,0,04/04/2026,category
SKU_000370,35,3,2,04/04/2026,home
SKU_000371,34,2,0,04/04/2026,search
SKU_000372,38,1,0,04/04/2026,product
SKU_000373,23,2,2,04/04/2026,search
SKU_000374,9,0,0,04/04/2026,home
SKU_000375,66,2,2,04/04/2026,recommendation
SKU_000376,83,4,5,04/04/2026,home
SKU_000377,30,1,0,04/04/2026,recommendation
SKU_000378,24,0,0,04/04/2026,category
SKU_000379,29,1,2,04/04/2026,category
SKU_000380,48,1,3,04/04/2026,search
SKU_000381,39,3,3,04/04/2026,home
SKU_000382,42,4,0,04/04/2026,recommendation
SKU_000383,4,0,0,04/04/2026,product
SKU_000384,28,2,0,04/04/2026,search
SKU_000385,13,1,0,04/04/2026,search
SKU_000386,16,0,1,04/04/2026,search
SKU_000387,11,1,0,04/04/2026,search
SKU_000388,51,2,0,04/04/2026,recommendation
SKU_000389,18,0,1,04/04/2026,product
SKU_000390,66,2,1,04/04/2026,recommendation
SKU_000391,62,0,1,04/04/2026,recommendation
SKU_000392,29,1,4,04/04/2026,recommendation
SKU_000393,26,0,0,04/04/2026,search
SKU_000394,13,0,0,04/04/2026,recommendation
SKU_000395,20,1,1,04/04/2026,product
SKU_000396,10,1,0,04/04/2026,home
SKU_000397,27,1,2,04/04/2026,product
SKU_000398,24,0,0,04/04/2026,recommendation
SKU_000399,22,0,0,04/04/2026,category
SKU_000400,38,1,0,04/04/2026,product
SKU_000401,30,1,1,04/04/2026,product
SKU_000402,53,2,3,04/04/2026,product
SKU_000403,14,0,0,04/04/2026,category
SKU_000404,11,0,0,04/04/2026,category
SKU_000405,13,2,0,04/04/2026,home
SKU_000406,10,1,0,04/04/2026,category
SKU_000407,22,0,0,04/04/2026,home
SKU_000408,59,1,4,04/04/2026,search
SKU_000409,35,1,0,04/04/2026,recommendation
SKU_000410,26,3,0,04/04/2026,recommendation
SKU_000411,47,1,0,04/04/2026,recommendation
SKU_000412,52,2,3,04/04/2026,home
SKU_000413,7,1,0,04/04/2026,product
SKU_000414,14,1,1,04/04/2026,category
SKU_000415,44,4,0,04/04/2026,recommendation
SKU_000416,13,0,0,04/04/2026,recommendation
SKU_000417,9,2,0,04/04/2026,category
SKU_000418,21,0,0,04/04/2026,home
SKU_000419,21,2,0,04/04/2026,recommendation
SKU_000420,24,0,0,04/04/2026,search
SKU_000421,48,1,2,04/04/2026,search
SKU_000422,36,2,0,04/04/2026,search
SKU_000423,63,2,0,04/04/2026,category
SKU_000424,27,1,1,04/04/2026,recommendation
SKU_000425,11,1,0,04/04/2026,home
SKU_000426,64,3,0,04/04/2026,recommendation
SKU_000427,10,0,0,04/04/2026,product
SKU_000428,23,1,1,04/04/2026,recommendation
SKU_000429,19,0,0,04/04/2026,product
SKU_000430,18,0,0,04/04/2026,category
SKU_000431,14,2,0,04/04/2026,home
SKU_000432,14,0,0,04/04/2026,category
SKU_000433,10,2,0,04/04/2026,search
SKU_000434,39,1,4,04/04/2026,home
SKU_000435,30,0,1,04/04/2026,home
SKU_000436,54,1,2,04/04/2026,recommendation
SKU_000437,17,2,0,04/04/2026,product
SKU_000438,19,0,0,04/04/2026,category
SKU_000439,48,4,0,04/04/2026,category
SKU_000440,12,0,1,04/04/2026,search
SKU_000441,33,6,1,04/04/2026,recommendation
SKU_000442,70,5,1,04/04/2026,recommendation
SKU_000443,90,4,6,04/04/2026,category
SKU_000444,24,0,1,04/04/2026,recommendation
SKU_000445,29,3,2,04/04/2026,category
SKU_000446,15,0,0,04/04/2026,search
SKU_000447,3,0,0,04/04/2026,search
SKU_000448,18,2,0,04/04/2026,home
SKU_000449,21,1,1,04/04/2026,category
SKU_000450,12,0,1,04/04/2026,recommendation
SKU_000451,20,1,2,04/04/2026,recommendation
SKU_000452,31,2,1,04/04/2026,search
SKU_000453,91,2,2,04/04/2026,recommendation
SKU_000454,61,6,4,04/04/2026,product
SKU_000455,18,0,0,04/04/2026,product
SKU_000456,39,2,1,04/04/2026,recommendation
SKU_000457,34,4,0,04/04/2026,product
SKU_000458,12,0,2,04/04/2026,product
SKU_000459,13,0,1,04/04/2026,recommendation
SKU_000460,81,7,2,04/04/2026,product
SKU_000461,5,1,0,04/04/2026,recommendation
SKU_000462,20,1,0,04/04/2026,recommendation
SKU_000463,12,0,0,04/04/2026,recommendation
SKU_000464,64,3,2,04/04/2026,product
SKU_000465,20,2,0,04/04/2026,search
SKU_000466,5,1,0,04/04/2026,product
SKU_000467,44,2,0,04/04/2026,category
SKU_000468,35,4,2,04/04/2026,category
SKU_000469,13,0,0,04/04/2026,search
SKU_000470,20,0,1,04/04/2026,home
SKU_000471,18,0,0,04/04/2026,recommendation
SKU_000472,46,1,1,04/04/2026,search
SKU_000473,15,1,1,04/04/2026,product
SKU_000474,60,1,1,04/04/2026,home
SKU_000475,45,2,1,04/04/2026,search
SKU_000476,17,0,0,04/04/2026,recommendation
SKU_000477,92,6,1,04/04/2026,category
SKU_000478,39,1,1,04/04/2026,home
SKU_000479,28,1,0,04/04/2026,home
SKU_000480,22,2,1,04/04/2026,product
SKU_000481,6,1,0,04/04/2026,product
SKU_000482,47,2,2,04/04/2026,search
SKU_000483,42,0,2,04/04/2026,product
SKU_000484,34,0,0,04/04/2026,category
SKU_000485,36,3,1,04/04/2026,search
SKU_000486,11,0,0,04/04/2026,search
SKU_000487,46,1,3,04/04/2026,product
SKU_000488,17,2,2,04/04/2026,product
SKU_000489,28,1,0,04/04/2026,category
SKU_000490,11,0,0,04/04/2026,search
SKU_000491,37,2,0,04/04/2026,recommendation
SKU_000492,29,1,1,04/04/2026,product
SKU_000493,14,0,1,04/04/2026,home
SKU_000494,8,0,0,04/04/2026,product
SKU_000495,25,0,0,04/04/2026,home
SKU_000496,21,3,0,04/04/2026,search
SKU_000497,58,3,1,04/04/2026,home
SKU_000498,10,0,0,04/04/2026,search
SKU_000499,22,0,1,04/04/2026,home
SKU_000500,39,3,3,04/04/2026,product
SKU_000501,23,1,0,04/04/2026,recommendation
SKU_000502,29,3,4,04/04/2026,category
SKU_000503,21,1,2,04/04/2026,product
SKU_000504,35,1,0,04/04/2026,home
SKU_000505,77,4,1,04/04/2026,search
SKU_000506,101,10,4,04/04/2026,search
SKU_000507,27,2,1,04/04/2026,recommendation
SKU_000508,36,0,4,04/04/2026,product
SKU_000509,17,1,1,04/04/2026,search
SKU_000510,33,2,1,04/04/2026,category
SKU_000511,29,1,1,04/04/2026,search
SKU_000512,37,2,2,04/04/2026,category
SKU_000513,56,1,1,04/04/2026,home
SKU_000514,41,3,1,04/04/2026,recommendation
SKU_000515,6,0,0,04/04/2026,category
SKU_000516,17,0,1,04/04/2026,product
SKU_000517,33,1,4,04/04/2026,search
SKU_000518,32,4,1,04/04/2026,recommendation
SKU_000519,20,0,1,04/04/2026,product
SKU_000520,10,1,0,04/04/2026,home
SKU_000521,21,1,1,04/04/2026,recommendation
SKU_000522,25,1,1,04/04/2026,search
SKU_000523,11,0,0,04/04/2026,search
SKU_000524,23,1,0,04/04/2026,recommendation
SKU_000525,14,0,0,04/04/2026,search
SKU_000526,14,0,2,04/04/2026,search
SKU_000527,44,2,1,04/04/2026,search
SKU_000528,10,0,0,04/04/2026,category
SKU_000529,22,0,1,04/04/2026,category
SKU_000530,27,3,0,04/04/2026,home
SKU_000531,52,2,2,04/04/2026,recommendation
SKU_000532,92,9,5,04/04/2026,category
SKU_000533,14,0,1,04/04/2026,product
SKU_000534,21,1,2,04/04/2026,search
SKU_000535,7,0,0,04/04/2026,recommendation
SKU_000536,44,4,1,04/04/2026,search
SKU_000537,21,1,2,04/04/2026,search
SKU_000538,63,4,1,04/04/2026,product
SKU_000539,59,3,3,04/04/2026,category
SKU_000540,19,2,2,04/04/2026,home
SKU_000541,29,0,1,04/04/2026,recommendation
SKU_000542,15,0,0,04/04/2026,search
SKU_000543,40,0,1,04/04/2026,recommendation
SKU_000544,14,0,1,04/04/2026,search
SKU_000545,15,1,0,04/04/2026,home
SKU_000546,44,3,0,04/04/2026,recommendation
SKU_000547,7,1,0,04/04/2026,home
SKU_000548,22,0,2,04/04/2026,home
SKU_000549,45,6,6,04/04/2026,product
SKU_000550,7,0,0,04/04/2026,category
SKU_000551,39,1,0,04/04/2026,search
SKU_000552,29,1,0,04/04/2026,product
SKU_000553,14,1,0,04/04/2026,product
SKU_000554,27,6,1,04/04/2026,search
SKU_000555,23,0,0,04/04/2026,search
SKU_000556,14,1,0,04/04/2026,recommendation
SKU_000557,57,4,3,04/04/2026,home
SKU_000558,45,2,1,04/04/2026,home
SKU_000559,71,5,4,04/04/2026,home
SKU_000560,12,0,0,04/04/2026,category
SKU_000561,25,1,0,04/04/2026,recommendation
SKU_000562,21,2,0,04/04/2026,product
SKU_000563,28,2,0,04/04/2026,home
SKU_000564,48,0,0,04/04/2026,category
SKU_000565,54,4,6,04/04/2026,home
SKU_000566,53,6,1,04/04/2026,search
SKU_000567,62,6,0,04/04/2026,category
SKU_000568,13,0,0,04/04/2026,recommendation
SKU_000569,7,0,1,04/04/2026,recommendation
SKU_000570,34,0,0,04/04/2026,search
SKU_000571,74,4,4,04/04/2026,category
SKU_000572,57,3,2,04/04/2026,search
SKU_000573,44,0,1,04/04/2026,home
SKU_000574,46,3,1,04/04/2026,recommendation
SKU_000575,32,1,1,04/04/2026,recommendation
SKU_000576,33,1,0,04/04/2026,recommendation
SKU_000577,22,1,1,04/04/2026,search
SKU_000578,39,1,2,04/04/2026,home
SKU_000579,23,1,1,04/04/2026,category
SKU_000580,68,4,3,04/04/2026,product
SKU_000581,19,0,1,04/04/2026,category
SKU_000582,29,2,1,04/04/2026,category
SKU_000583,10,1,0,04/04/2026,search
SKU_000584,46,1,0,04/04/2026,search
SKU_000585,35,2,0,04/04/2026,home
SKU_000586,19,1,0,04/04/2026,search
SKU_000587,23,1,0,04/04/2026,product
SKU_000588,40,4,0,04/04/2026,category
SKU_000589,27,1,0,04/04/2026,product
SKU_000590,46,2,0,04/04/2026,category
SKU_000591,20,0,1,04/04/2026,search
SKU_000592,12,0,1,04/04/2026,product
SKU_000593,15,1,1,04/04/2026,product
SKU_000594,92,1,3,04/04/2026,recommendation
SKU_000595,6,1,0,04/04/2026,search
SKU_000596,25,1,0,04/04/2026,recommendation
SKU_000597,38,3,3,04/04/2026,category
SKU_000598,78,8,6,04/04/2026,category
SKU_000599,36,3,2,04/04/2026,recommendation
SKU_000600,15,2,0,04/04/2026,product
SKU_000601,19,5,2,04/04/2026,product
SKU_000602,29,2,0,04/04/2026,category
SKU_000603,56,1,3,04/04/2026,search
SKU_000604,19,0,1,04/04/2026,home
SKU_000605,20,0,1,04/04/2026,search
SKU_000606,67,7,2,04/04/2026,recommendation
SKU_000607,52,2,1,04/04/2026,product
SKU_000608,39,3,0,04/04/2026,product
SKU_000609,50,2,3,04/04/2026,home
SKU_000610,81,5,3,04/04/2026,recommendation
SKU_000611,36,1,1,04/04/2026,search
SKU_000612,29,2,2,04/04/2026,search
SKU_000613,51,0,3,04/04/2026,category
SKU_000614,48,0,1,04/04/2026,category
SKU_000615,50,3,2,04/04/2026,search
SKU_000616,21,1,0,04/04/2026,category
SKU_000617,35,2,0,04/04/2026,home
SKU_000618,12,0,0,04/04/2026,category
SKU_000619,26,1,1,04/04/2026,search
SKU_000620,18,0,0,04/04/2026,home
